"zref","name","name:ca","zCATEGORIA","amenity","admin_level","government","office","chamber","addr:street","nohousenumber","addr:housenumber","addr:floor","addr:door","addr:postcode","zPOBLACIO","zCODI_MUNICIPI","zCOMARCA","phone","fax","zUTMX","zUTMY","lon","lat","email","website","ZDATA_MODIFICACIO","ZPROPIETATS","ZGeoreferència"
1841171,"Oficina Comarcal d'Informació al Consumidor del Solsonès","Oficina Comarcal d'Informació al Consumidor del Solsonès","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Plaça del Consell Comarcal",,12,,,25280,"Solsona",252075,"Solsonès","+34-973482003","+34-973482514",377365209,4650347542,"1.519338300","41.995595600","consum@elsolsones.cat","http://www.solsones.ddl.net","04/02/2024 07:01:30 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8.30 a 14.30h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (1.5193383 41.995594)"
1841334,"Oficina Comarcal d'Informació al Consumidor de L'Alt Urgell","Oficina Comarcal d'Informació al Consumidor de L'Alt Urgell","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Passeig de Joan Brudieu",,15,,,25700,"Seu d'Urgell, la",252038,"Alt Urgell","+34-973353112","+34-973352788",373146059,4690435489,"1.459679400","42.355845100","consum@alturgell.cat",,"04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h.
No cal cita prèvia.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (1.4596794 42.355846)"
1841347,"Oficina Comarcal d'Informació al Consumidor de L'Urgell","Oficina Comarcal d'Informació al Consumidor de L'Urgell","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer d'Agoders",,16,,,25300,"Tàrrega",252173,"Urgell","+34-973500707","973500707",345144398,4612228212,"1.140448900","41.646763200","consum@urgell.cat","http://www.urgell.cat","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: d'11 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (1.1404489 41.646763)"
1841162,"Oficina Comarcal d'Informació al Consumidor d'Aran","Oficina Comarcal d'Informació al Consumidor d'Aran","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Passeig Dera Libertat",,16,,,25530,"Vielha e Mijaran",252430,"Val d'Aran","+34-973641801","+34-973641769",319470832,4730168825,"0.795783300","42.702809400","mo.vilo@aran.org","http://www.conselharan.org","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (0.7957833 42.70281)"
1841340,"Oficina Comarcal d'Informació al Consumidor de La Conca de Barberà","Oficina Comarcal d'Informació al Consumidor de La Conca de Barberà","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de Sant Josep",,18,,,43400,"Montblanc",430862,"Conca de Barberà","+34-977861232","977861232",346368662,4582239299,"1.162794954","41.377016589","consumconca@concadebarbera.cat","http://www.serviconca.org","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (1.162795 41.377018)"
1841167,"Oficina Comarcal d'Informació al Consumidor del Pallars Jussà","Oficina Comarcal d'Informació al Consumidor del Pallars Jussà","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de Soldevila",,18,,,25620,"Tremp",252347,"Pallars Jussà","+34-973650187","+34-973652831",326095319,4670371208,"0.894710218","42.166168133","consum@pallarsjussa.cat","http://www.pallarsjussa.cat","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h, amb cita prèvia|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (0.89471024 42.16617)"
1841336,"Oficina Comarcal d'Informació al Consumidor de La Garrotxa","Oficina Comarcal d'Informació al Consumidor de La Garrotxa","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Avinguda de l'Onze de Setembre",,22,,,17800,"Olot",171143,"Garrotxa","+34-972276044","+34-972271594",458156337,4670181723,"2.493298226","42.182663591","consum@garrotxa.cat",,"04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8 a 15h.
No cal cita prèvia.|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (2.4932983 42.182663)"
1841346,"Oficina Comarcal d'Informació al Consumidor del Ripollès","Oficina Comarcal d'Informació al Consumidor del Ripollès","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer del Progrés",,22,,,17500,"Ripoll",171479,"Ripollès","+34-972703211","+34-972702654",433494865,4672048631,"2.194472360","42.197768398","consum@ripolles.cat","http://www.ccripolles.cat","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: dimarts d'8.30 a 14.30h i de 16 a 19h.
Divendres de 8.30 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (2.1944723 42.19777)"
1841175,"Oficina Comarcal d'Informació al Consumidor del Bages","Oficina Comarcal d'Informació al Consumidor del Bages","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de la Muralla de Sant Domènec",,24,,,"08240","Manresa",81136,"Bages","+34-936930353","936930353",402009944,4619876445,"1.821871900","41.724656500","ocic@ccbages.cat",,"04/02/2024 07:01:30 AM","Horari|Horari d'atenció al públic: de dilluns a dijous de 9 a 14h. Dilluns tarda de 16 a 18.30h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (1.8218719 41.724655)"
1841279,"Oficina Comarcal d'Informació al Consumidor del Vallès Oriental","Oficina Comarcal d'Informació al Consumidor del Vallès Oriental","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de Miquel Ricomà",,46,,,"08401","Granollers",80961,"Vallès Oriental","+34-938600700","938600700",440527534,4606278733,"2.286274325","41.606003635","consum@vallesoriental.cat","http://www.vallesoriental.cat","04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públic: de 9 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (2.2862744 41.606003)"
1841337,"Oficina Comarcal d'Informació al Consumidor de L'Alt Empordà","Oficina Comarcal d'Informació al Consumidor de L'Alt Empordà","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer Nou",,48,,,17600,"Figueres",170669,"Alt Empordà","+34-972503088","972503088",497005869,4679179980,"2.963695779","42.264817975","consum@altemporda.cat",,"04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: dilluns, dimecres i dijous de 9 a 14h
|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (2.9636958 42.264816)"
1841240,"Oficina Comarcal d'Informació al Consumidor del Pla de L' Estany","Oficina Comarcal d'Informació al Consumidor del Pla de L' Estany","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de Catalunya",,48,,,17820,"Banyoles",170157,"Pla de l'Estany","+34-972583258","+34-972575012",481759489,4663437828,"2.779326000","42.122832000","consum@plaestany.cat","http://www.plaestany.cat","04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h, amb cita prèvia|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (2.779326 42.122833)"
1841165,"Oficina Comarcal d'Informació al Consumidor de L'Alta Ribagorça","Oficina Comarcal d'Informació al Consumidor de L'Alta Ribagorça","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Avinguda de Victoriano Muñoz",,48,,,25520,"Pont de Suert, el",251734,"Alta Ribagorça","+34-973690353","+34-973690575",314081985,4697967138,"0.740520000","42.411750000","consell@ccar.ddl.net","http://www.altaribagorca.cat","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8 a 15h.
Dimarts de 16 a 18.30h.|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (0.74052 42.41175)"
1841339,"Oficina Comarcal d'Informació al Consumidor del Berguedà","Oficina Comarcal d'Informació al Consumidor del Berguedà","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de Barcelona",,49,,,"08600","Berga",80229,"Berguedà","+34-938213553","938213553",404664166,4661431763,"1.847061893","42.099184426","gros@ccbergueda.cat","http://www.bergueda.cat","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8 a 15h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (1.8470619 42.099186)"
1841166,"Oficina Comarcal d'Informació al Consumidor del Baix Ebre","Oficina Comarcal d'Informació al Consumidor del Baix Ebre","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de Barcelona",,152,,,43500,"Tortosa",431554,"Baix Ebre","+34-977445308","+34-977445397",291250130,4518962882,"0.525642000","40.795147400","consum@baixebre.cat","http://www.baixebre.org","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: de dilluns a dijous de 9 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (0.525642 40.795147)"
1841345,"Oficina Comarcal d'Informació al Consumidor del Pla d'Urgell","Oficina Comarcal d'Informació al Consumidor del Pla d'Urgell","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de Prat de la Riba",,"1 (Ed. Can",,,25230,"Mollerussa",251370,"Pla d'Urgell","+34-973711313","973711313",324599222,4611025686,"0.894240000","41.631684300","sfelip@plaurgell.cat","http://www.plaurgell.cat","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8 a 15h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (0.89424 41.631683)"
1841170,"Oficina Comarcal d'Informació al Consumidor de L'Alt Penedès","Oficina Comarcal d'Informació al Consumidor de L'Alt Penedès","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer d'Hermenegild Clascar",,"1-3",,,"08720","Vilafranca del Penedès",83054,"Alt Penedès","+34-938900000","938900000",390916789,4577992213,"1.696129400","41.346042300","consum@ccapenedes.cat",,"04/02/2024 07:01:30 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 9 a 14h.
Dijous de 17 a 19h.
Amb cita prèvia.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (1.6961294 41.346043)"
1841176,"Oficina Comarcal d'Informació al Consumidor del Gironès","Oficina Comarcal d'Informació al Consumidor del Gironès","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de la Riera de Mus",,"1-A",,,17003,"Girona",170792,"Gironès","+34-972213262","+34-972213573",484641266,4645626269,"2.814656400","41.962473000","oficinadeconsum@girones.cat","http://www.girones.cat","04/02/2024 07:01:30 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8 a 15h, no cal cita prèvia|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (2.8146565 41.962475)"
1841318,"Oficina Comarcal d'Informació al Consumidor del Moianès","Oficina Comarcal d'Informació al Consumidor del Moianès","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carrer de les Joies",,"11-13",,,"08180","Moià",81385,"Moianès","+34-938208000","938208000",425048283,4629321657,"2.097630900","41.812225200",,,"04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: dimarts i dijous de 9 a 14h. Dimecres de 16 a 19h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (2.097631 41.812225)"
1841338,"Oficina Comarcal d'Informació al Consumidor del Baix Empordà","Oficina Comarcal d'Informació al Consumidor del Baix Empordà","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Plaça de Joan Carreras i Dagas",,"4-5",,,17100,"Bisbal d'Empordà, la",170221,"Baix Empordà","+34-972642310","+34-972645575",503247795,4645100560,"3.039190400","41.957881000","consum@baixemporda.cat","http://www.baixemporda.cat","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: dilluns, dimecres i divendres de 9 a 14h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (3.0391903 41.957882)"
1841164,"Oficina Comarcal d'Informació al Consumidor del Baix Camp","Oficina Comarcal d'Informació al Consumidor del Baix Camp","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Plaça de la Patacada","yes",,0,,43201,"Reus",431233,"Baix Camp","+34-977327100","977327100",340967503,4557684780,"1.104644000","41.154906400","consum@baixcamp.cat","http://www.baixcamp.cat","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic
dilluns de 9 a 12 h.
dimecres i dijous de 9 a 13h.|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (1.104644 41.154907)"
1841341,"Oficina Comarcal d'Informació al Consumidor del Montsià","Oficina Comarcal d'Informació al Consumidor del Montsià","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Plaça de Lluís Companys","yes",,,,43870,"Amposta",430141,"Montsià","+34-977704371","977704371",295022072,4509235426,"0.573499873","40.708545054","consum@montsia.cat","http://www.montsia.cat","04/02/2024 07:01:31 AM","Horari|Horari d'atenció al públic: dilluns i dimecres de 9 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (0.57349986 40.708546)"
1841169,"Oficina Comarcal d'Informació al Consumidor de La Selva","Oficina Comarcal d'Informació al Consumidor de La Selva","Comerç. Consum|Servei públic de Consum|Comarcal|",,,,"customer_service",,"Carretera de Sils ","yes",,,,17430,"Santa Coloma de Farners",171805,"Selva","+34-972842161","972842161",473306543,4633754465,"2.678411848","41.855245300","consum@selva.cat","http://www.selva.cat/consum/","04/02/2024 07:01:30 AM","Horari|Horari d'atenció al públic: dimarts i dijous de 9 a 14h.
|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Comarcal","POINT (2.678412 41.855244)"
1841222,"Oficina Municipal d'Informació al Consumidor de Sant Cugat del Vallès","Oficina Municipal d'Informació al Consumidor de Sant Cugat del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de la Vila",,1,,,"08172","Sant Cugat del Vallès",82055,"Vallès Occidental","+34-935657000","935657000",423618947,4591412719,"2.085266160","41.470677976","omic@santcugat.cat","http://www.santcugat.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres d' 11 a 14h.
|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.085266 41.470676)"
3495284,"Oficina Municipal d'Informació al Consumidor de Sant Boi de Llobregat","Oficina Municipal d'Informació al Consumidor de Sant Boi de Llobregat","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de l'Ajuntament ",,1,,,"08830","Sant Boi de Llobregat",82009,"Baix Llobregat","+34-936548216","936548216",419963297,4577773615,"2.043296016","41.347483162","isaborido@santboi.cat","http://www.santboi.cat","04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 10 a 14h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.043296 41.347485)"
1841253,"Servei Municipal de Consum de Pineda de Mar","Servei Municipal de Consum de Pineda de Mar","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de Catalunya",,1,,,"08397","Pineda de Mar",81635,"Maresme","+34-937671560","937671560",474134338,4608466790,"2.689483752","41.627508174","consum@pinedademar.org","http://www.pinedademar.org","04/02/2024 07:01:27 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 8.30 a 14h, amb cita prèvia.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.6894836 41.62751)"
1841317,"Oficina Municipal d'Informació al Consumidor d'Abrera","Oficina Municipal d'Informació al Consumidor d'Abrera","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de la Constitució",,1,,,"08630","Abrera",80018,"Baix Llobregat","+34-937700102","937700102",408334554,4596630469,"1.901457284","41.516066938","omic@ajuntamentabrera.cat",,"04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: dimecres d'11 a 13h i de 16.30 a 18.30h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9014573 41.516068)"
3495295,"Punt Municipal d'Informació de Consum de L'Ajuntament de Manresa","Punt Municipal d'Informació de Consum de L'Ajuntament de Manresa","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça Major ",,1,,,"08241","Manresa",81136,"Bages","+34-938782300","938782300",402431929,4619701292,"1.826973063","41.723131113","ajt@ajmanresa.cat","http://www.manresa.cat","04/02/2024 07:01:26 AM","Horari|Horari d'atenció al públic: dimecres de 9 a 12h|Funcions|- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.8269731 41.72313)"
1841231,"Oficina Municipal d'Informació al Consumidor de Tarragona","Oficina Municipal d'Informació al Consumidor de Tarragona","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de la Font",,1,,,43003,"Tarragona",431482,"Tarragonès","+34-977296119","977296119",353434937,4553265819,"1.254218100","41.117467600","omic@tarragona.cat",,"04/02/2024 07:01:28 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 10 a 13h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.2542181 41.117466)"
1841207,"Oficina Municipal d'Informació al Consumidor de Mollet del Vallès","Oficina Municipal d'Informació al Consumidor de Mollet del Vallès","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça Major (Casa de la Vila)",,1,,,"08100","Mollet del Vallès",81249,"Vallès Oriental","+34-935719500","+34-935719504",434127445,4598518239,"2.210325600","41.535606400","omic@molletvalles.cat","http://www.molletvalles.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: de dilluns a divendres de 10 a 13h.|Funcions|- Gestionar les denúncies i acomplir les tasques d'inspecció en matèria de consum.<br>- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2103257 41.535606)"
1841209,"Oficina Municipal d'Informació al Consumidor de Montmeló","Oficina Municipal d'Informació al Consumidor de Montmeló","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça de la Vila",,1,,,"08160","Montmeló",81350,"Vallès Oriental","+34-935720000","+34-935720420",437301901,4600257529,"2.248196040","41.551526513","omic@montmelo.cat","http://www.montmelo.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dimarts de 9 a 12h i de 16 a 19h|Funcions|- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.2481961 41.551525)"
1841200,"Oficina Municipal d'Informació al Consumidor de La Llagosta","Oficina Municipal d'Informació al Consumidor de La Llagosta","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Plaça d'Antoni Baqué",,1,,,"08120","Llagosta, la",81056,"Vallès Oriental","+34-935603911","+34-935741142",432636013,4595984814,"2.192731800","41.512664900","llgt.omic@llagosta.cat","http://www.llagosta.cat","04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públic: dilluns i dimecres de 9.30 a 13.30h i dijous de 16.30 a 18.30h|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (2.1927319 41.512665)"
1841220,"Oficina Municipal d'Informació al Consumidor de Sant Andreu de La Barca","Oficina Municipal d'Informació al Consumidor de Sant Andreu de La Barca","Comerç. Consum|Servei públic de Consum|Municipal|",,,,"customer_service",,"Carrer de Barcelona",,1,,,"08740","Sant Andreu de la Barca",81960,"Baix Llobregat","+34-936356407","+34-936829237",414181343,4589125387,"1.972583817","41.449123873","omic@sabarca.cat",,"04/02/2024 07:01:29 AM","Horari|Horari d'atenció al públci: dijous d'11 a 14h i de 16 a 18h. Darrer dimecres de mes de 16 a 18h.|Funcions|- Gestionar les reclamacions per mitjà de la mediació en matèria de consum.<br>- Informar, orientar i assessorar les persones consumidores sobre llurs drets i deures i les formes d'exercir-los.<br>- Rebre i tramitar les queixes, reclamacions i denúncies de les persones consumidores.|Tipus informació|General de consum|Àmbit|Municipal","POINT (1.9725838 41.449123)"
