"z_NO_OSM","zref","name","name:ca","zCATEGORIA","amenity","community_centre:for","admin_level","government","office","chamber","addr:street","nohousenumber","addr:housenumber","addr:floor","addr:door","addr:postcode","zPOBLACIO","zCODI_MUNICIPI","zCOMARCA","phone","fax","zUTMX","zUTMY","lon","lat","email","website","ZDATA_MODIFICACIO","ZPROPIETATS","ZGeoreferència"
,27041019,"Dipòsit d'Arxius de Cervera","Dipòsit d'Arxius de Cervera","Cultura|Arxius||","archive",,,,,,"Carrer de Manuel Ibarra",,4,,,25200,"Cervera",250729,"Segarra","+34-973531718","973531718",356377600,4614697000,"1.274686000","41.671092792","dipositcervera.cultura@gencat.cat","http://cultura.gencat.cat/arxius/dac","07/10/2024 07:36:19 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.274686 41.671093)"
,27042091,"Arxiu Municipal de Cambrils","Arxiu Municipal de Cambrils","Cultura|Arxius||","archive",,,,,,"Plaça de l'Ajuntament",,4,,,43850,"Cambrils",430385,"Baix Camp","+34-977794579","977794579",336809720,4548456500,"1.057569621","41.070999553","potina@cambrils.cat","http://www.cambrils.cat/arxiu","07/10/2024 07:34:59 AM","Titularitat|Administració local: municipal","POINT (1.0575696 41.071)"
,27042625,"Arxiu Central dels Jutjats de Tortosa","Arxiu Central dels Jutjats de Tortosa","Cultura|Arxius||","archive",,,,,,"Plaça dels Estudis",,4,,,43500,"Tortosa",431554,"Baix Ebre","+34-977923195","977923195",291182100,4521058500,"0.524135093","40.813990924","arxiu.tortosa@xij.gencat.cat",,"07/10/2024 07:20:23 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (0.5241351 40.81399)"
,27041227,"Arxiu Central dels Jutjats de Gandesa","Arxiu Central dels Jutjats de Gandesa","Cultura|Arxius||","archive",,,,,,"Avinguda de Joan Perucho",,4,,,43780,"Gandesa",430640,"Terra Alta","+34-977923195","977923195",284974620,4548378500,"0.441128404","41.058251452","arxiu.gandesa@xij.gencat.cat",,"07/10/2024 07:22:28 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (0.4411284 41.05825)"
,27043439,"Arxiu Central dels Jutjats de Vielha e Mijaran","Arxiu Central dels Jutjats de Vielha e Mijaran","Cultura|Arxius||","archive",,,,,,"Plaça de Mossèn Joan Casseny",,4,,,25530,"Vielha e Mijaran",252430,"Val d'Aran","+34-973 700279","973 700279",319373600,4730220000,"0.794580674","42.703247072","arxiu.vielhaemijaran@xij.gencat.cat",,"07/10/2024 07:20:05 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (0.7945807 42.703247)"
,27042528,"Arxiu Central de Seguretat i Prevenció","Arxiu Central de Seguretat i Prevenció","Cultura|Arxius||","archive",,,,,,"Carrer de Coll i Alentorn",,5,,,"08035","Barcelona",80193,"Barcelonès","+34-932566626","932566626",428529780,4586217500,"2.144686196","41.424339709","ap@bcn.cat","https://ajuntament.barcelona.cat/arxiumunicipal/ca/arxius-centrals","07/10/2024 07:28:44 AM","Titularitat|Administració local: municipal","POINT (2.1446862 41.42434)"
,27044644,"Arxiu Diocesà de Barcelona","Arxiu Diocesà de Barcelona","Cultura|Arxius||","archive",,,,,,"Carrer del Bisbe",,5,,,"08002","Barcelona",80193,"Barcelonès","+34-932701017","932701017",431068560,4581697500,"2.175580501","41.383851409","arxiudb@arqbcn.cat","http://sun1.arqbcn.org/arquebis/catmusd/arxiu/arxiu.html","07/10/2024 07:35:58 AM","Titularitat|Església catòlica: diocesà","POINT (2.1755805 41.38385)"
,27041464,"Arxiu Municipal de Sant Adrià de Besòs ""Isabel Rojas Castroverde""","Arxiu Municipal de Sant Adrià de Besòs ""Isabel Rojas Castroverde""","Cultura|Arxius||","archive",,,,,,"Carrer de Mossen Josep Pons",,5,,,"08930","Sant Adrià de Besòs",81944,"Barcelonès","+34-933812004","933812004",434571380,4586922500,"2.216905452","41.431204218","arxiu@sant-adria.net","http://www.sant-adria.net/arxiu","07/10/2024 07:32:16 AM","Titularitat|Administració local: municipal","POINT (2.2169054 41.431206)"
,27041050,"Arxiu Municipal de Santa Perpètua de Mogoda","Arxiu Municipal de Santa Perpètua de Mogoda","Cultura|Arxius||","archive",,,,,,"Plaça de la Vila",,5,,,"08130","Santa Perpètua de Mogoda",82606,"Vallès Occidental","+34-935743234","935743234",431883530,4598420500,"2.183439404","41.534538260","arxiu@staperpetua.cat","http://www.staperpetua.cat/ser_gen/arxiu.htm","07/10/2024 07:31:32 AM","Titularitat|Administració local: municipal","POINT (2.1834395 41.53454)"
,27043361,"Arxiu Municipal de Corbera de Llobregat","Arxiu Municipal de Corbera de Llobregat","Cultura|Arxius||","archive",,,,,,"Carrer de la Pau",,5,,,"08757","Corbera de Llobregat",80728,"Baix Llobregat","+34-936500211","936500211",410393720,4585524500,"1.927779897","41.416280479","nfusalba@corberadellobregat.cat","http://www.corberadellobregat.cat/","07/10/2024 07:34:37 AM","Titularitat|Administració local: municipal","POINT (1.9277799 41.41628)"
,27042042,"Arxiu Central dels Jutjats de Berga","Arxiu Central dels Jutjats de Berga","Cultura|Arxius||","archive",,,,,,"Carrer del Programari Lliure",,5,,,"08600","Berga",80229,"Berguedà","+34-936936802","936936802",404091620,4661182500,"1.840180117","42.096870127","arxiu.berga@xij.gencat.cat",,"07/10/2024 07:23:04 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.8401802 42.09687)"
,27040610,"Arxiu Municipal de Manresa","Arxiu Municipal de Manresa","Cultura|Arxius||","archive",,,,,,"Plaça Major",,5,,,"08241","Manresa",81136,"Bages","+34-938782445","938782445",402447800,4619717500,"1.827161181","41.723279017","arxiu_municipal@ajmanresa.cat","http://www.ajmanresa.cat/web/contingut.php?id_menu=1202&parent=58&area=2","07/10/2024 07:35:53 AM","Titularitat|Administració local: municipal","POINT (1.8271612 41.723278)"
,27040890,"Arxiu Municipal de Llagostera","Arxiu Municipal de Llagostera","Cultura|Arxius||","archive",,,,,,"Plaça del Mercat",,5,,,17240,"Llagostera",170890,"Gironès","+34-972805436","972805436",491014000,4630691500,"2.891787355","41.828056672","arxiu@llagostera.cat","http://llagostera.cat","07/10/2024 07:36:13 AM","Titularitat|Administració local: municipal","POINT (2.8917873 41.828056)"
,27045494,"Arxiu Diocesà de Tortosa","Arxiu Diocesà de Tortosa","Cultura|Arxius||","archive",,,,,,"Carrer de Cruera",,5,,,43500,"Tortosa",431554,"Baix Ebre","+34-977440700","977440700",290971500,4521058000,"0.521640491","40.813932830","recepcio@bisbattortosa.org",,"07/10/2024 07:20:23 AM","Titularitat|Església catòlica: diocesà","POINT (0.5216405 40.813934)"
,27042134,"Arxiu Municipal de Mont-roig del Camp","Arxiu Municipal de Mont-roig del Camp","Cultura|Arxius||","archive",,,,,,"Carrer de la Mare de Déu de la Roca",,5,,,43300,"Mont-roig del Camp",430923,"Baix Camp","+34-977838155","977838155",328492970,4550461500,"0.958076398","41.087338534","arxiu@mont-roig.cat","https://mont-roig.cat/lajuntament/atencio-ciutadana/arxiu-municipal/","07/10/2024 07:28:16 AM","Titularitat|Administració local: municipal","POINT (0.9580764 41.087337)"
,27045049,"Arxiu Municipal del Morell","Arxiu Municipal del Morell","Cultura|Arxius||","archive",,,,,,"Plaça de l'Era del Castell",,5,,,43760,"Morell, el",430957,"Tarragonès","+34-977840617","977840617",349771120,4561634500,"1.208546560","41.192146323","arxiu@morell.altanet.org","https://elmorell.cat/","07/10/2024 07:28:21 AM","Titularitat|Administració local: municipal","POINT (1.2085465 41.192146)"
,27043396,"Arxiu Comarcal d'Osona","Arxiu Comarcal d'Osona","Cultura|Arxius||","archive",,,,,,"Carrer de l'Era d'en Sellés",,6,,,"08500","Vic",82981,"Osona","+34-670544312","670544312",438061900,4643140000,"2.252843975","41.937798416","acosona.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acos","07/10/2024 07:36:23 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (2.2528439 41.937798)"
,27041204,"Arxiu Central Administratiu del Consorci d'Educació de Barcelona","Arxiu Central Administratiu del Consorci d'Educació de Barcelona","Cultura|Arxius||","archive",,,,,,"Plaça d'Urquinaona",,6,,,"08010","Barcelona",80193,"Barcelonès","+34-935511000","935511000",430864600,4582335000,"2.173068633","41.389575674","arxiu.ceb@gencat.cat","http://www.edubcn.cat/ca/","07/10/2024 07:34:31 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.1730685 41.389576)"
,27041996,"Arxiu Municipal de Montcada i Reixac","Arxiu Municipal de Montcada i Reixac","Cultura|Arxius||","archive",,,,,,"Avinguda de la Unitat",,6,,,"08110","Montcada i Reixac",81252,"Vallès Occidental","+34-935726474","935726474",432152840,4592311500,"2.187355831","41.479540217","arxiumunicipal@montcada.org","https://www.montcada.cat/ajuntament/arxiu-municipal/","07/10/2024 07:27:29 AM","Titularitat|Administració local: municipal","POINT (2.1873558 41.47954)"
,27042651,"Arxiu Comarcal de l'Alt Penedès","Arxiu Comarcal de l'Alt Penedès","Cultura|Arxius||","archive",,,,,,"Avinguda d'Europa",,6,,,"08720","Vilafranca del Penedès",83054,"Alt Penedès","+34-938172311","938172311",391365100,4577393500,"1.701593850","41.340711244","acaltpenedes.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acap","07/10/2024 07:36:25 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.7015939 41.34071)"
,27040820,"Arxiu Municipal de Manlleu","Arxiu Municipal de Manlleu","Cultura|Arxius||","archive",,,,,,"Plaça de Fra Bernardí",,6,,,"08560","Manlleu",81120,"Osona","+34-938506666","938506666",440672560,4650018000,"2.283640114","41.999942367","arxiu@manlleu.cat","http://www.manlleu.cat/ca-es/ajuntament/ArxiuMunicipalContingut.aspx","07/10/2024 07:33:35 AM","Titularitat|Administració local: municipal","POINT (2.2836401 41.999943)"
,27042859,"Arxiu Municipal de Cubelles","Arxiu Municipal de Cubelles","Cultura|Arxius||","archive",,,,,,"Carrer de Joan XXIII",,6,,,"08880","Cubelles",80749,"Garraf","+34-938950300","938950300",388545720,4562770500,"1.670580083","41.208640620","arxiu@cubelles.cat","http://arxiu.cubelles.cat","07/10/2024 07:36:36 AM","Titularitat|Administració local: municipal","POINT (1.67058 41.20864)"
,27043273,"INSPAI, Centre de la Imatge de la Diputació de Girona","INSPAI, Centre de la Imatge de la Diputació de Girona","Cultura|Arxius||","archive",,,,,,"Plaça de l'Hospital",,6,,,17004,"Girona",170792,"Gironès","+34-972185058","972185058",485169030,4647736500,"2.820972024","41.981489256","info@inspai.cat","http://www.inspai.cat","07/10/2024 07:33:54 AM","Titularitat|Administració local: diputació provincial","POINT (2.820972 41.98149)"
,27044150,"Arxiu Central dels Jutjats d'Olot","Arxiu Central dels Jutjats d'Olot","Cultura|Arxius||","archive",,,,,,"Plaça de Can Joanetes",,6,,,17800,"Olot",171143,"Garrotxa","+34-972276204","972276204",457460720,4670311500,"2.484865559","42.183794852","arxiu.olot@xij.gencat.cat",,"07/10/2024 07:21:44 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.4848657 42.183796)"
,27042730,"Arxiu Municipal de Caldes de Malavella","Arxiu Municipal de Caldes de Malavella","Cultura|Arxius||","archive",,,,,,"Rambla de la Llibertat",,6,,,17455,"Caldes de Malavella",170335,"Selva","+34-972472350","972472350",484201750,4631872000,"2.809720643","41.838582718","biblioteca@caldesdemalavella.cat","https://caldesdemalavella.cat/index.php/ca/ajuntament-ca-es/ajuntament-dependencies-ca-es/dependencies-biblioteca-arxiu-ca-es","07/10/2024 07:28:27 AM","Titularitat|Administració local: municipal","POINT (2.8097208 41.83858)"
,27041863,"Arxiu Històric Municipal d'Arbúcies","Arxiu Històric Municipal d'Arbúcies","Cultura|Arxius||","archive",,,,,,"Carrer Major",,6,,,17401,"Arbúcies",170097,"Selva","+34-972860908","972860908",459615780,4629460000,"2.513770640","41.815986528","memga@arbucies.org","http://www.museuetnologicmontseny.org","07/10/2024 07:33:00 AM","Titularitat|Administració local: municipal","POINT (2.5137706 41.815987)"
,27042996,"Arxiu Comarcal de la Noguera","Arxiu Comarcal de la Noguera","Cultura|Arxius||","archive",,,,,,"Plaça dels Comtes d'Urgell",,6,,,25600,"Balaguer",250404,"Noguera","+34-973443056","973443056",317580780,4628625000,"0.804653560","41.788513236","acnoguera.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acn","07/10/2024 07:36:23 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (0.8046536 41.788513)"
,27043889,"Arxiu Central dels Jutjats de la Seu d'Urgell","Arxiu Central dels Jutjats de la Seu d'Urgell","Cultura|Arxius||","archive",,,,,,"Plaça de Jacint Verdaguer",,6,,,25700,"Seu d'Urgell, la",252038,"Alt Urgell","+34-973 700279","973 700279",372916220,4690893500,"1.456788650","42.359930971","arxiu.laseudurgell@xij.gencat.cat",,"07/10/2024 07:20:44 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.4567887 42.359932)"
,27042081,"Arxiu Històric Fàbregas","Arxiu Històric Fàbregas","Cultura|Arxius||","archive",,,,,,"Carrer de la Mercè Rodoreda",,7,,,"08295","Sant Vicenç de Castellet",82628,"Bages","+34-615887885","615887885",405996120,4613088500,"1.870858005","41.664009714","miqueldefabregas@gmail.com",,"07/10/2024 07:20:52 AM","Titularitat|Privats: altres","POINT (1.870858 41.66401)"
,27043492,"Arxiu del Síndic de Greuges de Catalunya","Arxiu del Síndic de Greuges de Catalunya","Cultura|Arxius||","archive",,,,,,"Passeig de Lluís Companys",,7,,,"08003","Barcelona",80193,"Barcelonès","+34-900124124","900124124",431525660,4582383500,"2.180969338","41.390069048",,,"07/10/2024 07:23:20 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.1809692 41.390068)"
,27043424,"Arxiu Parroquial de Santa Maria del Pi","Arxiu Parroquial de Santa Maria del Pi","Cultura|Arxius||","archive",,,,,,"Plaça del Pi",,7,,,"08002","Barcelona",80193,"Barcelonès","+34-933184743","933184743",430916100,4581527500,"2.173776644","41.382307193","apsmp@apsmp.cat","http://www.apsmp.cat","07/10/2024 07:35:46 AM","Titularitat|Església catòlica: parroquial","POINT (2.1737766 41.38231)"
,27042361,"Arxiu Municipal de Sant Vicenç dels Horts","Arxiu Municipal de Sant Vicenç dels Horts","Cultura|Arxius||","archive",,,,,,"Passatge de Pau Vila",,7,,,"08620","Sant Vicenç dels Horts",82634,"Baix Llobregat","+34-936564941","936564941",417188380,4582649000,"2.009465393","41.391111911","arxiu@svh.cat","http://www.svh.cat/arxiu","07/10/2024 07:31:29 AM","Titularitat|Administració local: municipal","POINT (2.0094655 41.391113)"
,27041668,"Arxiu Municipal de Canovelles","Arxiu Municipal de Canovelles","Cultura|Arxius||","archive",,,,,,"Carrer de Gregorio Marañón",,7,,,"08420","Canovelles",80410,"Vallès Oriental","+34-938406976","938406976",440375780,4608524000,"2.284229716","41.626214464","arxiu@canovelles.cat","http://www.canovelles.cat/serveis-i-tramits/serveis/gestio-documental-i-arxiu.html","07/10/2024 07:34:54 AM","Titularitat|Administració local: municipal","POINT (2.2842298 41.626213)"
,27040978,"Arxiu Municipal de Granollers","Arxiu Municipal de Granollers","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Josep",,7,,,"08401","Granollers",80961,"Vallès Oriental","+34-938426737","938426737",440322970,4606447500,"2.283802737","41.607508383","arxiu@granollers.cat","http://www.granollers.cat/arxiu","07/10/2024 07:34:01 AM","Titularitat|Administració local: municipal","POINT (2.2838027 41.60751)"
,27042406,"Arxiu Central dels Jutjats de Figueres","Arxiu Central dels Jutjats de Figueres","Cultura|Arxius||","archive",,,,,,"Carrer d'Arnera",,7,,,17600,"Figueres",170669,"Alt Empordà","+34-972943585","972943585",495872970,4678921000,"2.949961082","42.262480367","arxiu.figueres@xij.gencat.cat",,"07/10/2024 07:22:33 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (2.9499612 42.26248)"
,27044483,"Arxiu Central Administratiu del Departament de Cultura","Arxiu Central Administratiu del Departament de Cultura","Cultura|Arxius||","archive",,,,,,"Rambla de Santa Mònica",,8,,,"08002","Barcelona",80193,"Barcelonès","+34-933162700","933162700",431016000,4580967000,"2.175035101","41.377267505","arxiu.cultura@gencat.cat",,"07/10/2024 07:23:24 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.175035 41.377266)"
,27041397,"Arxiu del Consell de Garanties Estatutàries","Arxiu del Consell de Garanties Estatutàries","Cultura|Arxius||","archive",,,,,,"Baixada de Sant Miquel",,8,,,"08002","Barcelona",80193,"Barcelonès","+34-933176268","933176268",431183000,4581450000,"2.176977175","41.381632047",,,"07/10/2024 07:23:20 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.1769772 41.381634)"
,27040736,"Fundació Gas Natural","Fundació Gas Natural","Cultura|Arxius||","archive",,,,,,"Plaça del Gas",,8,,,"08201","Sabadell",81878,"Vallès Occidental","+34-934025825","934025825",425508700,4599703000,"2.106869402","41.545520851","ebuch@gasnaturalfenosa.com","http://www.fundaciongasnaturalfenosa.org/museo/ca/arxiu-historic/","07/10/2024 07:34:13 AM","Titularitat|Privats: altres","POINT (2.1068695 41.54552)"
,27043079,"Arxiu Municipal de Vilanova i la Geltrú","Arxiu Municipal de Vilanova i la Geltrú","Cultura|Arxius||","archive",,,,,,"Plaça de la Vila",,8,,,"08800","Vilanova i la Geltrú",83073,"Garraf","+34-938140000","938140000",393216300,4564417000,"1.725989286","41.224098047",,,"07/10/2024 07:19:55 AM","Titularitat|Administració local: municipal","POINT (1.7259893 41.2241)"
,27042884,"Arxiu Històric de Moià","Arxiu Històric de Moià","Cultura|Arxius||","archive",,,,,,"Carrer de Rafael Casanova",,8,,,"08180","Moià",81385,"Moianès","+34-938300143","938300143",425089120,4629252500,"2.098131227","41.811606242","arxiu@arxiu.moia.cat","http://www.arxiu.moia.cat","07/10/2024 07:35:44 AM","Titularitat|Administració local: municipal","POINT (2.0981312 41.811607)"
,27042237,"Arxiu Municipal de Palafrugell","Arxiu Municipal de Palafrugell","Cultura|Arxius||","archive",,,,,,"Plaça de l'Església",,8,,,17200,"Palafrugell",171175,"Baix Empordà","+34-972307854","972307854",513587750,4640591500,"3.163855967","41.917158731","arxiu@palafrugell.net","http://www.palafrugell.cat/serveis-ciutadania/arxiu-municipal","07/10/2024 07:32:45 AM","Titularitat|Administració local: municipal","POINT (3.163856 41.91716)"
,27045039,"Arxiu Històric del Col·legi d'Arquitectes de Catalunya. Demarcació Girona","Arxiu Històric del Col·legi d'Arquitectes de Catalunya. Demarcació Girona","Cultura|Arxius||","archive",,,,,,"Plaça de la Catedral",,8,,,17004,"Girona",170792,"Gironès","+34-972412727","972412727",485530660,4648366000,"2.825321824","41.987165667","arxiuh.gir@coac.net","http://www.coac.net/Girona/fhomegirona.htm","07/10/2024 07:34:39 AM","Titularitat|Corporacions i entitats oficials: col.legi professional","POINT (2.825322 41.987167)"
,27043026,"Arxiu Comarcal del Baix Empordà","Arxiu Comarcal del Baix Empordà","Cultura|Arxius||","archive",,,,,,"Carrer del Teatre Vell",,8,,,17100,"Bisbal d'Empordà, la",170221,"Baix Empordà","+34-972641093","972641093",503385220,4645123000,"3.040848802","41.958082531","acbaixemporda.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acbe","07/10/2024 07:36:24 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (3.0408487 41.958084)"
,27043359,"Arxiu Municipal de Bellpuig","Arxiu Municipal de Bellpuig","Cultura|Arxius||","archive",,,,,,"Carrer de l'Homenatge a La Vellesa",,8,,,25250,"Bellpuig",250501,"Urgell","+34-973320408","973320408",334368800,4610107000,"1.011712125","41.625502800","ajuntament@bellpuig.cat","https://www.bellpuig.cat/","07/10/2024 07:27:54 AM","Titularitat|Administració local: municipal","POINT (1.0117121 41.625504)"
,27040851,"Arxiu Municipal de Torredembarra","Arxiu Municipal de Torredembarra","Cultura|Arxius||","archive",,,,,,"Plaça del Castell",,8,,,43830,"Torredembarra",431536,"Tarragonès","+34-977640025","977640025",365373440,4556196500,"1.395722768","41.145923758","arxiu@torredembarra.cat","http://www.torredembarra.cat","07/10/2024 07:31:07 AM","Titularitat|Administració local: municipal","POINT (1.3957227 41.145924)"
,27040956,"Arxiu Arbocenc","Arxiu Arbocenc","Cultura|Arxius||","archive",,,,,,"Carrer de la Missers",,8,,,43720,"Arboç, l'",430167,"Baix Penedès","+34-977670282","977670282",382992000,4569356500,"1.603091622","41.267165086",,,"07/10/2024 07:23:29 AM","Titularitat|Privats: altres","POINT (1.6030916 41.267166)"
,27043409,"Arxiu Històric Municipal de Sant Boi de Llobregat","Arxiu Històric Municipal de Sant Boi de Llobregat","Cultura|Arxius||","archive",,,,,,"Carrer de l'Hospital",,9,,,"08830","Sant Boi de Llobregat",82009,"Baix Llobregat","+34-936351200","936351200",420176100,4577738000,"2.045844062","41.347183513","ahmsbl@santboi.cat","http://www.santboi.cat/arxiuhistoric/","07/10/2024 07:32:13 AM","Titularitat|Administració local: municipal","POINT (2.045844 41.347183)"
,27044160,"Arxiu Municipal de Castellbisbal","Arxiu Municipal de Castellbisbal","Cultura|Arxius||","archive",,,,,,"Avinguda de Pau Casals",,9,,,"08755","Castellbisbal",80543,"Vallès Occidental","+34-937720225","937720225",415052660,4592111500,"1.982593281","41.476109761","arxiu@castellbisbal.cat","http://www.castellbisbal.cat/arxiu-municipal","07/10/2024 07:34:46 AM","Titularitat|Administració local: municipal","POINT (1.9825933 41.47611)"
,27043045,"Arxiu Municipal de Salt","Arxiu Municipal de Salt","Cultura|Arxius||","archive",,,,,,"Passatge de la Fàbrica Tèxtil Coma-Cros",,9,,,17190,"Salt",171557,"Gironès","+34-972249191","972249191",483066160,4647366500,"2.795598610","41.978114407","ARXIU@salt.cat","https://arxiumunicipaldesalt.wordpress.com/","07/10/2024 07:28:39 AM","Titularitat|Administració local: municipal","POINT (2.7955985 41.978115)"
,27042592,"Arxiu Municipal de Figueres","Arxiu Municipal de Figueres","Cultura|Arxius||","archive",,,,,,"Carrer de la Moreria",,9,,,17600,"Figueres",170669,"Alt Empordà","+34-972514989","972514989",496902880,4679435500,"2.962445658","42.267118850","arxiu@figueres.org","http://www.figueres.cat/cat/content/137/arxiu-municipal.html","07/10/2024 07:34:21 AM","Titularitat|Administració local: municipal","POINT (2.9624457 42.26712)"
,27045446,"Arxiu Comarcal de l’Alta Ribagorça","Arxiu Comarcal de l’Alta Ribagorça","Cultura|Arxius||","archive",,,,,,"Carrer del Pont",,9,,,25520,"Pont de Suert, el",251734,"Alta Ribagorça","+34-1111111111","1111111111",314033560,4697428500,"0.740106023","42.406891198",,,"07/10/2024 07:21:34 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (0.74010605 42.40689)"
,27043068,"Arxiu Central dels Jutjats de Vilafranca del Penedès","Arxiu Central dels Jutjats de Vilafranca del Penedès","Cultura|Arxius||","archive",,,,,,"Avinguda d'Europa",,10,,,"08720","Vilafranca del Penedès",83054,"Alt Penedès","+34-936570155","936570155",391347600,4577370500,"1.701388857","41.340501760","arxiu.vilafranca@xij.gencat.cat",,"07/10/2024 07:19:59 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.7013888 41.3405)"
,27045700,"Arxiu Municipal de La Roca del Vallès","Arxiu Municipal de La Roca del Vallès","Cultura|Arxius||","archive",,,,,,"Carrer de Lope de Vega",,10," 1ª planta",,"08430","Roca del Vallès, la",81810,"Vallès Oriental","+34-938424461","938424461",443782880,4603691000,"2.325581531","41.582932643","arxiu@laroca.cat","http://www.laroca.cat","07/10/2024 07:33:48 AM","Titularitat|Administració local: municipal","POINT (2.3255816 41.58293)"
,27045652,"Arxiu Comarcal del Vallès Oriental","Arxiu Comarcal del Vallès Oriental","Cultura|Arxius||","archive",,,,,,"Carrer de l'Olivar",,10,,,"08402","Granollers",80961,"Vallès Oriental","+34-938611908","938611908",441448840,4606524000,"2.297306089","41.608280766","acvallesoriental.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acvo","07/10/2024 07:36:20 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (2.297306 41.60828)"
,27040752,"Arxiu Municipal de Tona","Arxiu Municipal de Tona","Cultura|Arxius||","archive",,,,,,"Carrer de la Font",,10,,,"08551","Tona",82830,"Osona","+34-938870201","938870201",436011120,4633414000,"2.229161634","41.850042259","tona.arxiu@tona.cat","https://www.tona.cat/municipi/guia-del-municipi/equipaments/2013-10-24-arxiu-municipal-de-tona.html","07/10/2024 07:27:03 AM","Titularitat|Administració local: municipal","POINT (2.2291617 41.85004)"
,27044450,"Arxiu Municipal de la Bisbal de l'Empordà ","Arxiu Municipal de la Bisbal de l'Empordà ","Cultura|Arxius||","archive",,,,,,"Plaça del Castell",,10,,,17100,"Bisbal d'Empordà, la",170221,"Baix Empordà","+34-972640975","972640975",503122500,4645225500,"3.037679155","41.959006805",,,"07/10/2024 07:23:02 AM","Titularitat|Administració local: municipal","POINT (3.0376792 41.959007)"
,27044371,"Arxiu Històric Municipal de la Selva del Camp","Arxiu Històric Municipal de la Selva del Camp","Cultura|Arxius||","archive",,,,,,"Carrer de Tarragona",,10,,,43470,"Selva del Camp, la",431457,"Baix Camp","+34-977844630","977844630",344034800,4564039000,"1.139562610","41.212710293","arxiu@laselvadelcamp.cat","http://arxiu.laselvadelcamp.org","07/10/2024 07:36:36 AM","Titularitat|Administració local: municipal","POINT (1.1395626 41.21271)"
,27044141,"Arxiu Central dels Jutjats de Tarragona","Arxiu Central dels Jutjats de Tarragona","Cultura|Arxius||","archive",,,,,,"Avinguda de Lluís Companys",,10,,,43005,"Tarragona",431482,"Tarragonès","+34-977920016","977920016",352466720,4553582500,"1.242614461","41.120143631","arxiu.tarragona1@xij.gencat.cat",,"07/10/2024 07:20:39 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.2426145 41.120144)"
,27044397,"Arxiu Central de l'Audiència Provincial de Tarragona","Arxiu Central de l'Audiència Provincial de Tarragona","Cultura|Arxius||","archive",,,,,,"Avinguda de Lluís Companys",,10,,,43005,"Tarragona",431482,"Tarragonès","+34-977920018","977920018",352466720,4553582500,"1.242614461","41.120143631","arxiu.ap.tarragona@xij.gencat.cat",,"07/10/2024 07:20:39 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.2426145 41.120144)"
,27042240,"Arxiu Municipal de Palafolls","Arxiu Municipal de Palafolls","Cultura|Arxius||","archive",,,,,,"Plaça Major",,11,,,"08389","Palafolls",81555,"Maresme","+34-937620043","937620043",479126470,4612847500,"2.749260539","41.667112086","palafolls@palafolls.cat","https://www.palafolls.cat/","07/10/2024 07:27:24 AM","Titularitat|Administració local: municipal","POINT (2.7492604 41.66711)"
,27045653,"Arxiu Municipal de Canet de Mar","Arxiu Municipal de Canet de Mar","Cultura|Arxius||","archive",,,,,,"Carrer Ample",,11,,,"08360","Canet de Mar",80403,"Maresme","+34-937943940","937943940",465155720,4604154500,"2.581949023","41.588325508","canet.arxiu@canetdemar.cat","http://www.canetdemar.cat","07/10/2024 07:34:55 AM","Titularitat|Administració local: municipal","POINT (2.581949 41.588326)"
,27043819,"Arxiu Municipal de Caldes de Montbui","Arxiu Municipal de Caldes de Montbui","Cultura|Arxius||","archive",,,,,,"Plaça de la Font del Lleó",,11,,,"08140","Caldes de Montbui",80333,"Vallès Oriental","+34-938655656","938655656",430213060,4609532000,"2.162123497","41.634468479","arxiu@caldesdemontbui.cat","http://www.caldesdemontbui.cat","07/10/2024 07:35:09 AM","Titularitat|Administració local: municipal","POINT (2.1621234 41.634468)"
