zref,name,name:ca,zCATEGORIA,amenity,addr:street,nohousenumber,addr:housenumber,addr:floor,addr:door,addr:postcode,zPOBLACIO,zCODI_MUNICIPI,zCOMARCA,phone,fax,zUTMX,zUTMY,lon,lat,email,website,ZDATA_MODIFICACIO,ZPROPIETATS,ZGeoreferència
546822,Ajuntament de Fontanals de Cerdanya,Ajuntament de Fontanals de Cerdanya,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,17538,Fontanals de Cerdanya,170694,Cerdanya,+34-972-890196,972-890196,409701092,4693051031,1.903043237,42.384500344,fontanals@fontanals.cat,http://www.fontanals.cat,07/17/2024 07:03:39 AM,,POINT (1.9030433 42.3845)
547154,Ajuntament de Llardecans,Ajuntament de Llardecans,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça dels Arbres,,1,,,25186,Llardecans,251253,Segrià,+34-973-130201,973-130201,295152562,4583184623,0.550476118,41.374120868,ajuntament@llardecans.ddl.net,http://llardecans.ddl.net/,07/17/2024 07:03:34 AM,,POINT (0.55047613 41.374123)
547409,Ajuntament de Torregrossa,Ajuntament de Torregrossa,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Canalejas,,1,,,25141,Torregrossa,252304,Pla d'Urgell,+34-973-170001,973-170001,319263204,4605435128,0.831908393,41.580173620,ajuntament@torregrossa.cat,http://www.torregrossa.cat,07/17/2024 07:02:59 AM,,POINT (0.8319084 41.580173)
547078,Ajuntament de l'Albi,Ajuntament de l'Albi,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de l'Abeurador,,1,,,25450,"Albi, l'",250096,Garrigues,+34-973-175004,973-175004,327549262,4587758727,0.936303070,41.422889080,ajuntament@albi.cat,http://albi.cat,07/17/2024 07:03:58 AM,,POINT (0.9363031 41.42289)
547636,Ajuntament de Vinaixa,Ajuntament de Vinaixa,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça dels Arbres,,1,,,25440,Vinaixa,252555,Garrigues,+34-973-175722,973-175722,330806201,4588225594,0.975124259,41.427784154,ajuntament@vinaixa.cat,http://www.vinaixa.cat/,07/17/2024 07:02:52 AM,,POINT (0.97512424 41.427784)
546654,Ajuntament de Cervià de les Garrigues,Ajuntament de Cervià de les Garrigues,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Francisco Palau,,1,,,25460,Cervià de les Garrigues,250735,Garrigues,+34-973-178002,973-178002,321265339,4588412957,0.860960200,41.427404900,ajuntament@cervia.ddl.net,http://cervia.ddl.net/,07/17/2024 07:03:44 AM,,POINT (0.8609602 41.427406)
547390,Ajuntament de Térmens,Ajuntament de Térmens,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Catalunya,,1,,,25670,Térmens,252206,Noguera,+34-973-180010,973-180010,313708378,4620807166,0.760532945,41.717251730,ajuntament@termens.cat,http://www.termens.cat,07/17/2024 07:03:01 AM,,POINT (0.7605329 41.71725)
547206,Ajuntament de Menàrguens,Ajuntament de Menàrguens,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,1,,,25139,Menàrguens,251348,Noguera,+34-973-180205,973-180205,312321225,4622201678,0.743430666,41.729476385,ajuntament@menarguens.ddl.net,http://menarguens.ddl.net/,07/17/2024 07:03:30 AM,,POINT (0.7434307 41.729477)
547051,Ajuntament de la Portella,Ajuntament de la Portella,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Creu,,1,,,25134,"Portella, la",251749,Segrià,+34-973-186184,973-186184,303686072,4623604466,0.639225805,41.740015472,ajuntament@portella.ddl.net,http://portella.ddl.net/,07/17/2024 07:03:21 AM,,POINT (0.6392258 41.740017)
547099,Ajuntament de Castellnou de Seana,Ajuntament de Castellnou de Seana,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,25265,Castellnou de Seana,250680,Pla d'Urgell,+34-973-320705,973-320705,331049132,4612713440,0.971149627,41.648268872,ajuntament@castellnouseana.ddl.net,http://castellnouseana.ddl.net,07/17/2024 07:03:46 AM,,POINT (0.9711496 41.64827)
547610,Ajuntament de Vilanova de Bellpuig,Ajuntament de Vilanova de Bellpuig,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Doctor Gassol,,1,,,25264,Vilanova de Bellpuig,252483,Pla d'Urgell,+34-973-324000,973-324000,330134142,4609014701,0.961218411,41.614780135,ajuntament@vilanovabellpuig.ddl.net,http://vilanovabellpuig.ddl.net/,07/17/2024 07:02:54 AM,,POINT (0.9612184 41.61478)
547181,Ajuntament de Maldà,Ajuntament de Maldà,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Homenatge a La Vellesa,,1,,,25266,Maldà,251305,Urgell,+34-973-330045,973-330045,336550854,4601787800,1.040158381,41.551063106,ajuntament@malda.cat,http://www.malda.cat,07/17/2024 07:03:32 AM,,POINT (1.0401584 41.551064)
546788,Ajuntament dels Omells de na Gaia,Ajuntament dels Omells de na Gaia,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,25268,"Omells de na Gaia, els",251543,Urgell,+34-973-330235,973-330235,339315837,4596047606,1.074826771,41.499948248,alcaldia@omellsdenagaia.cat,http://omells.ddl.net/,07/17/2024 07:03:26 AM,,POINT (1.0748267 41.499947)
547568,Ajuntament de Verdú,Ajuntament de Verdú,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,25340,Verdú,252424,Urgell,+34-973-347007,973-347007,345283896,4608177461,1.143170224,41.610323360,ajuntament@verdu.cat,http://www.verdu.cat,07/17/2024 07:02:56 AM,,POINT (1.1431702 41.610325)
547061,Ajuntament de la Seu d'Urgell,Ajuntament de la Seu d'Urgell,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça dels Oms,,1,,,25700,"Seu d'Urgell, la",252038,Alt Urgell,+34-973-350010,973-350010,373371788,4690687692,1.462363979,42.358152428,alcaldia@aj-laseu.cat,http://www.laseu.org/,07/17/2024 07:03:05 AM,,POINT (1.462364 42.358154)
546917,Ajuntament de Gósol,Ajuntament de Gósol,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,25716,Gósol,251001,Berguedà,+34-973-370055,973-370055,389477051,4676968902,1.660493937,42.237087933,ajuntament@gosol.ddl.net,http://gosol.ddl.net/,07/17/2024 07:03:36 AM,,POINT (1.660494 42.237087)
546944,Ajuntament de Josa i Tuixén,Ajuntament de Josa i Tuixén,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Serra del Cadí,,1,,,25717,Josa i Tuixén,259101,Alt Urgell,+34-973-370202,973-370202,381706324,4676442487,1.566449900,42.231210000,ajuntament@tuixent.ddl.net,http://tuixent.ddl.net/,07/17/2024 07:03:35 AM,,POINT (1.5664499 42.23121)
546660,Ajuntament de Coll de Nargó,Ajuntament de Coll de Nargó,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,25793,Coll de Nargó,250772,Alt Urgell,+34-973-383048,973-383048,360886823,4670411286,1.315688260,42.173484338,ajuntament@collnargo.ddl.net,http://collnargo.ddl.net/,07/17/2024 07:03:44 AM,,POINT (1.3156883 42.173485)
546715,Ajuntament d'Agramunt,Ajuntament d'Agramunt,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,1,,,25310,Agramunt,250030,Urgell,+34-973-390057,973-390057,342020963,4627878349,1.098812400,41.787035400,ajuntament@agramunt.cat,http://agramunt.cat,07/17/2024 07:03:59 AM,,POINT (1.0988123 41.787037)
547613,Ajuntament de Vilanova de Meià,Ajuntament de Vilanova de Meià,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de l'Església,,1,,,25735,Vilanova de Meià,252509,Noguera,+34-973-415005,973-415005,336294579,4651177328,1.023480000,41.995600000,ajuntament@vilanovameia.cat,http://vilanovameia.ddl.net/,07/17/2024 07:02:54 AM,,POINT (1.02348 41.9956)
546994,Ajuntament de Camarasa,Ajuntament de Camarasa,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,1,,,25613,Camarasa,250621,Noguera,+34-973-420009,973-420009,320749496,4637291655,0.840140000,41.867240000,ajuntament@camarasa.cat,http://camarasa.ddl.net/,07/17/2024 07:03:48 AM,,POINT (0.84014 41.86724)
546739,Ajuntament d'Algerri,Ajuntament d'Algerri,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,1,,,25130,Algerri,250156,Noguera,+34-973-426013,973-426013,303866227,4632059438,0.638599300,41.816149300,ajuntament@algerri.ddl.net,http://www.ccnoguera.cat/algerri,07/17/2024 07:03:57 AM,,POINT (0.6385993 41.81615)
547100,Ajuntament de Castelló de Farfanya,Ajuntament de Castelló de Farfanya,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,25136,Castelló de Farfanya,250693,Noguera,+34-973-428007,973-428007,311279975,4632339191,0.727700864,41.820466865,ajuntament@castellofarfanya.ddl.net,http://castellofarfanya.ddl.net/,07/17/2024 07:03:45 AM,,POINT (0.7277009 41.820465)
547233,Ajuntament de Montgai,Ajuntament de Montgai,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Prat de la Riba,,1,,,25616,Montgai,251386,Noguera,+34-973-430005,973-430005,330596578,4629543182,0.960932439,41.799664088,ajuntament@montgai.cat,http://montgai.ddl.net/,07/17/2024 07:03:29 AM,,POINT (0.96093243 41.799664)
546852,Ajuntament de Balaguer,Ajuntament de Balaguer,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Mercadal,,1,,,25600,Balaguer,250404,Noguera,+34-973-445200,973-445200,317583783,4628740456,0.804654204,41.789553073,ajuntament@balaguer.cat,http://www.balaguer.cat,07/17/2024 07:03:54 AM,,POINT (0.8046542 41.789555)
546714,Ajuntament d'Àger,Ajuntament d'Àger,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,25691,Àger,250024,Noguera,+34-973-455004,973-455004,314772609,4652109096,0.763517970,41.999219083,ajuntament@ager.cat,http://ager.cat,07/17/2024 07:03:59 AM,,POINT (0.763518 41.999218)
547401,Ajuntament de Torà,Ajuntament de Torà,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vall,,1,,,25750,Torà,252234,Segarra,+34-973-473028,973-473028,367339310,4630234450,1.402852509,41.812886421,ajuntament@tora.cat,http://www.tora.cat,07/17/2024 07:03:00 AM,,POINT (1.4028525 41.812885)
547507,Ajuntament de Sant Llorenç de Morunys,Ajuntament de Sant Llorenç de Morunys,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Josep Cirera,,1,2,,25282,Sant Llorenç de Morunys,251930,Solsonès,+34-973-492050,973-492050,383625000,4666125000,1.591758136,42.138603206,ajuntament@santllorens.ddl.net,http://santllorens.ddl.net/,07/17/2024 07:03:13 AM,,POINT (1.5917581 42.138603)
546956,Ajuntament de la Coma i la Pedra,Ajuntament de la Coma i la Pedra,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,25284,"Coma i la Pedra, la",251636,Solsonès,+34-973-492378,973-492378,383630902,4670189123,1.591017908,42.175196201,ajuntament@comapedra.ddl.net,http://comapedra.ddl.net/,07/17/2024 07:03:43 AM,,POINT (1.591018 42.175198)
547423,Ajuntament de Riu de Cerdanya,Ajuntament de Riu de Cerdanya,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,25721,Riu de Cerdanya,259139,Cerdanya,+34-973-510700,973-510700,403320825,4688820380,1.826260045,42.345638989,ajuntament@riucerdanya.cat,http://www.riucerdanya.cat,07/17/2024 07:03:18 AM,,POINT (1.8262601 42.34564)
547164,Ajuntament de Lles de Cerdanya,Ajuntament de Lles de Cerdanya,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,1,,,25726,Lles de Cerdanya,251272,Cerdanya,+34-973-515047,973-515047,391978066,4693974158,1.687620000,42.390550000,ajuntament@lles.ddl.net,http://lles.ddl.net/,07/17/2024 07:03:33 AM,,POINT (1.68762 42.39055)
546652,Ajuntament de Cervera,Ajuntament de Cervera,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,25200,Cervera,250729,Segarra,+34-973-530025,973-530025,356057073,4614091752,1.270983092,41.665585839,ajuntament@cerverapaeria.cat,http://www.cerverapaeria.cat,07/17/2024 07:03:44 AM,,POINT (1.2709831 41.665585)
546921,Ajuntament de Granyanella,Ajuntament de Granyanella,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major,,1,,,25218,Granyanella,251039,Segarra,+34-973-530609,973-530609,353799874,4609437205,1.245020000,41.623270000,ajuntament@granyanella.ddl.net,http://granyanella.ddl.net/,07/17/2024 07:03:36 AM,,POINT (1.24502 41.62327)
546930,Ajuntament de Guissona,Ajuntament de Guissona,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Bisbe Benlloch,,1,,,25210,Guissona,251109,Segarra,+34-973-550005,973-550005,357741510,4627276305,1.288058536,41.784589954,ajuntament@guissona.cat,http://www.guissona.cat/,07/17/2024 07:03:35 AM,,POINT (1.2880585 41.78459)
547485,Ajuntament de Sant Guim de la Plana,Ajuntament de Sant Guim de la Plana,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,1,,,25211,Sant Guim de la Plana,251977,Segarra,+34-973-550586,973-550586,360696292,4624766715,1.324190000,41.762520000,ajuntament@santguimplana.ddl.net,http://santguimplana.ddl.net/,07/17/2024 07:03:14 AM,,POINT (1.32419 41.76252)
547200,Ajuntament de Massoteres,Ajuntament de Massoteres,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de la Font,,1,,,25211,Massoteres,251327,Segarra,+34-973-551426,973-551426,359646179,4628675491,1.310638883,41.797526148,ajuntament@massoteres.cat,http://massoteres.ddl.net/,07/17/2024 07:03:31 AM,,POINT (1.3106389 41.797527)
546706,Ajuntament del Poal,Ajuntament del Poal,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Catalunya,,1,,,25143,"Poal, el",251689,Pla d'Urgell,+34-973-565002,973-565002,321619353,4616284764,0.856920000,41.678360000,ajuntament@poal.ddl.net,http://poal.ddl.net/,07/17/2024 07:03:22 AM,,POINT (0.85692 41.67836)
546873,Ajuntament de Bellcaire d'Urgell,Ajuntament de Bellcaire d'Urgell,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major,,1,,,25337,Bellcaire d'Urgell,250479,Noguera,+34-973-586005,973-586005,325942390,4625190135,0.906222191,41.759474573,ajuntament@bellcaire.ddl.net,http://bellcairedurgell.cat/,07/17/2024 07:03:53 AM,,POINT (0.90622216 41.759476)
546915,Ajuntament de Golmés,Ajuntament de Golmés,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer del Portal,,1,,,25241,Golmés,250997,Pla d'Urgell,+34-973-601501,973-601501,327808979,4611005502,0.932755923,41.632201904,ajuntament@golmes.cat,http://golmes.ddl.net/,07/17/2024 07:03:36 AM,,POINT (0.93275595 41.632202)
547209,Ajuntament de Miralcamp,Ajuntament de Miralcamp,Administració pública|Ens locals|Ajuntaments|,townhall,Avinguda dels Països Catalans,,1,,,25242,Miralcamp,251351,Pla d'Urgell,+34-973-601701,973-601701,323291822,4608259786,0.879370534,41.606499668,ajuntament@miralcamp.cat,http://miralcamp.ddl.net/,07/17/2024 07:03:30 AM,,POINT (0.8793705 41.6065)
546598,Ajuntament de Penelles,Ajuntament de Penelles,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,25335,Penelles,251641,Noguera,+34-973-610246,973-610246,330872258,4624898645,0.965571022,41.757915950,ajuntament@penelles.cat,http://penelles.ddl.net/,07/17/2024 07:03:23 AM,,POINT (0.96557105 41.757915)
546650,Ajuntament de Rialp,Ajuntament de Rialp,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Tornall,,1,,,25594,Rialp,251832,Pallars Sobirà,+34-973-620365,973-620365,346669468,4700775437,1.135584510,42.444149241,ajuntament@rialp.cat,http://www.rialp.cat,07/17/2024 07:03:19 AM,,POINT (1.1355845 42.44415)
547395,Ajuntament de Tírvia,Ajuntament de Tírvia,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,25595,Tírvia,252213,Pallars Sobirà,+34-973-622073,973-622073,355671431,4708458594,1.243057547,42.515038377,ajuntament@tirvia.ddl.net,http://tirvia.ddl.net/,07/17/2024 07:03:01 AM,,POINT (1.2430575 42.515038)
547088,Ajuntament de Les,Ajuntament de Les,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,25540,Les,251214,Val d'Aran,+34-973-648007,973-648007,320925873,4582732065,0.858580416,41.376193895,ajuntament@les.ddl.net,http://les.ddl.net,07/17/2024 07:03:34 AM,,POINT (0.8585804 41.376194)
547537,Ajuntament de Tremp,Ajuntament de Tremp,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Creu,,1,,,25620,Tremp,252347,Pallars Jussà,+34-973-650005,973-650005,326207446,4670447424,0.896044000,42.166879000,administracio@ajuntamentdetremp.cat,http://www.ajuntamentdetremp.cat,07/17/2024 07:02:58 AM,,POINT (0.896044 42.166878)
546937,Ajuntament d'Isona i Conca Dellà,Ajuntament d'Isona i Conca Dellà,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Bisbe Badia,,1,,,25650,Isona i Conca Dellà,251155,Pallars Jussà,+34-973-664008,973-664008,338296299,4664613315,1.043925164,42.116955250,ajuntament@isona.ddl.net,http://isona.ddl.net/,07/17/2024 07:03:35 AM,,POINT (1.0439252 42.116955)
547159,Ajuntament de Lleida,Ajuntament de Lleida,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Paeria,,1,,,25007,Lleida,251207,Segrià,+34-973-700300,973-700300,302260397,4609720964,0.626692787,41.614718604,paeria@paeria.es,http://www.paeria.es/,07/17/2024 07:03:33 AM,,POINT (0.6266928 41.61472)
546746,Ajuntament d'Almacelles,Ajuntament d'Almacelles,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,25100,Almacelles,250194,Segrià,+34-973-741212,973-741212,286847569,4623139850,0.437088108,41.731497711,ajuntament@almacelles.cat,http://almacelles.ddl.net,07/17/2024 07:03:57 AM,,POINT (0.4370881 41.7315)
546939,Ajuntament d'Ivars de Noguera,Ajuntament d'Ivars de Noguera,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer de Pere,,1,,,25122,Ivars de Noguera,251121,Noguera,+34-973-760334,973-760334,299605212,4635977043,0.586016120,41.850337788,ajuntament@ivarsnoguera.ddl.net,http://ivarsnoguera.ddl.net/,07/17/2024 07:03:35 AM,,POINT (0.5860161 41.850338)
547351,Ajuntament de Seròs,Ajuntament de Seròs,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de les Escoles,,1,,,25183,Seròs,252043,Segrià,+34-973-780009,973-780009,283791105,4593486089,0.411066406,41.463846390,ajuntament@seros.cat,http://seros.ddl.net/,07/17/2024 07:03:05 AM,,POINT (0.4110664 41.46385)
546730,Ajuntament d'Alcarràs,Ajuntament d'Alcarràs,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,1,,,25180,Alcarràs,250117,Segrià,+34-973-790004,973-790004,293570399,4604206750,0.524383178,41.562897023,ajuntament@alcarras.ddl.net,http://alcarras.cat,07/17/2024 07:03:58 AM,,POINT (0.5243832 41.562897)
547369,Ajuntament de Soses,Ajuntament de Soses,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Ajuntament,,1,,,25181,Soses,252108,Segrià,+34-973-797806,973-797806,290403127,4600995924,0.487553955,41.533179966,ajuntament@soses.ddl.net,http://soses.ddl.net/,07/17/2024 07:03:04 AM,,POINT (0.48755395 41.53318)
546780,Ajuntament del Vendrell,Ajuntament del Vendrell,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Vella,,1,,,43700,"Vendrell, el",431634,Baix Penedès,+34-977-166400,977-166400,377187103,4564222138,1.534843926,41.220069037,ajuntament@elvendrell.net,http://www.elvendrell.net,07/17/2024 07:02:56 AM,,POINT (1.5348439 41.22007)
546880,Ajuntament de Bellvei,Ajuntament de Bellvei,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,1,,,43719,Bellvei,430249,Baix Penedès,+34-977-168185,977-168185,380725901,4566522970,1.576599671,41.241317601,registre@bellvei.altanet.org,http://www.bellveidelpenedes.com,07/17/2024 07:03:53 AM,,POINT (1.5765997 41.241318)
547187,Ajuntament de Marçà,Ajuntament de Marçà,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de les Arenes,,1,,,43775,Marçà,430764,Priorat,+34-977-178000,977-178000,315587931,4555154706,0.803127825,41.126759725,aj.marca@altanet.org,http://www.marca.altanet.org,07/17/2024 07:03:32 AM,,POINT (0.8031278 41.12676)
547246,Ajuntament de Móra d'Ebre,Ajuntament de Móra d'Ebre,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Baix,,1,,,43740,Móra d'Ebre,430939,Ribera d'Ebre,+34-977-400012,977-400012,301940393,4551785133,0.641760100,41.093218100,ajuntament@moradebre.cat,http://www.moradebre.cat,07/17/2024 07:03:28 AM,,POINT (0.6417601 41.09322)
547210,Ajuntament de Miravet,Ajuntament de Miravet,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,43747,Miravet,430846,Ribera d'Ebre,+34-977-407134,977-407134,298061417,4545758320,0.597588784,41.038021335,aj.miravet@altanet.org,http://www.miravet.altanet.org,07/17/2024 07:03:30 AM,,POINT (0.5975888 41.03802)
547414,Ajuntament de Riba-roja d'Ebre,Ajuntament de Riba-roja d'Ebre,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,43790,Riba-roja d'Ebre,431251,Ribera d'Ebre,+34-977-416003,977-416003,289499997,4569632451,0.487635218,41.250705944,aj.riba-roja@altanet.org,http://www.riba-roja.altanet.org,07/17/2024 07:03:19 AM,,POINT (0.48763523 41.250706)
546835,Ajuntament de Gandesa,Ajuntament de Gandesa,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça d'Espanya,,1,,,43780,Gandesa,430640,Terra Alta,+34-977-420007,977-420007,284778850,4547695815,0.439039330,41.052056139,aj.gandesa@altanet.org,http://www.gandesa.altanet.org,07/17/2024 07:03:38 AM,,POINT (0.43903932 41.052055)
546703,Ajuntament del Pinell de Brai,Ajuntament del Pinell de Brai,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Catalunya,,1,,,43594,"Pinell de Brai, el",431068,Terra Alta,+34-977-426231,977-426231,291106422,4543702342,0.515616099,41.017764239,aj.pinelldebrai@altanet.org,http://www.pinelldebrai.altanet.org,07/17/2024 07:03:23 AM,,POINT (0.5156161 41.017765)
546967,Ajuntament de Bot,Ajuntament de Bot,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Esglèsia,,1,,,43785,Bot,430326,Terra Alta,+34-977-428077,977-428077,280070185,4543058611,0.384718068,41.009068661,aj.bot@altanet.org,http://www.bot.altanet.org,07/17/2024 07:03:51 AM,,POINT (0.38471806 41.009068)
547048,Ajuntament de la Pobla de Massaluca,Ajuntament de la Pobla de Massaluca,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,43783,"Pobla de Massaluca, la",431107,Terra Alta,+34-977-439754,977-439754,278038012,4562152668,0.353686017,41.180335684,aj.poblamassaluca@altanet.org,http://www.poblamassaluca.altanet.org,07/17/2024 07:03:22 AM,,POINT (0.353686 41.180336)
546885,Ajuntament de Benifallet,Ajuntament de Benifallet,Administració pública|Ens locals|Ajuntaments|,townhall,Carrer Major ,,1,,,43512,Benifallet,430252,Baix Ebre,+34-977-462005,977-462005,291162482,4538843744,0.517923906,40.974052338,aj.benifallet@altanet.org,http://www.benifallet.altanet.org,07/17/2024 07:03:52 AM,,POINT (0.5179239 40.974052)
547562,Ajuntament de Valls,Ajuntament de Valls,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça del Blat,,1,,,43800,Valls,431613,Alt Camp,+34-977-601050,977-601050,353260079,4571794982,1.247690608,41.284267298,ajuntament@valls.cat,http://www.valls.cat,07/17/2024 07:02:56 AM,,POINT (1.2476906 41.284267)
547262,Ajuntament de Nulles,Ajuntament de Nulles,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,1,,,43887,Nulles,430982,Alt Camp,+34-977-602522,977-602522,357164881,4567846537,1.295225337,41.249416426,esanahuja@nulles.altanet.org,http://www.nulles.altanet.org,07/17/2024 07:03:27 AM,,POINT (1.2952254 41.249416)
546970,Ajuntament de Bràfim,Ajuntament de Bràfim,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,43812,Bràfim,430347,Alt Camp,+34-977-620011,977-620011,361049020,4569916375,1.341093049,41.268730316,mmiracle@brafim.altanet.org,http://www.brafim.altanet.org,07/17/2024 07:03:51 AM,,POINT (1.3410931 41.26873)
547434,Ajuntament de Rodonyà,Ajuntament de Rodonyà,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,43812,Rodonyà,431325,Alt Camp,+34-977-628528,977-628528,365924387,4571047541,1.399027981,41.279739535,aj.rodonya@altanet.org,http://www.rodonya.altanet.org,07/17/2024 07:03:18 AM,,POINT (1.399028 41.27974)
546704,Ajuntament del Pla de Santa Maria,Ajuntament del Pla de Santa Maria,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,43810,"Pla de Santa Maria, el",431080,Alt Camp,+34-977-630006,977-630006,356878183,4580753472,1.288768327,41.365576380,aj.pla@altanet.org,http://www.pla.altanet.org,07/17/2024 07:03:22 AM,,POINT (1.2887683 41.365578)
546978,Ajuntament de Cabra del Camp,Ajuntament de Cabra del Camp,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de l'Església,,1,,,43811,Cabra del Camp,430363,Alt Camp,+34-977-630131,977-630131,355943654,4584073411,1.276810403,41.395300989,aj.cabra@altanet.org,http://www.cabra.oasi.org,07/17/2024 07:03:50 AM,,POINT (1.2768104 41.3953)
546641,Ajuntament de Querol,Ajuntament de Querol,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Sant Sebastià,,1,,,43816,Querol,431205,Alt Camp,+34-977-638288,977-638288,366064846,4586915752,1.397203040,41.422642817,jperez@querol.altanet.org,http://www.querol.cat,07/17/2024 07:03:19 AM,,POINT (1.3972031 41.42264)
546719,Ajuntament d'Aiguamúrcia,Ajuntament d'Aiguamúrcia,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de Sant Bernat,,1,,,43815,Aiguamúrcia,430017,Alt Camp,+34-977-638301,977-638301,363042471,4578496100,1.362951412,41.346323235,aj.aiguamurcia@altanet.org,http://www.aiguamurcia.cat,07/17/2024 07:03:59 AM,,POINT (1.3629514 41.346325)
546690,Ajuntament del Catllar,Ajuntament del Catllar,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça de la Vila,,1,,,43764,"Catllar, el",430430,Tarragonès,+34-977-653101,977-653101,359609972,4559585283,1.326293552,41.175460011,info@elcatllar.cat,http://www.elcatllar.cat,07/17/2024 07:03:45 AM,,POINT (1.3262936 41.17546)
547054,Ajuntament de la Riera de Gaià,Ajuntament de la Riera de Gaià,Administració pública|Ens locals|Ajuntaments|,townhall,Plaça Major ,,1,,,43762,"Riera de Gaià, la",431264,Tarragonès,+34-977-655000,977-655000,362557215,4558359595,1.361691217,41.164928732,aj.rieradegaia@altanet.org,http://www.rieradegaia.oasi.org,07/17/2024 07:03:18 AM,,POINT (1.3616912 41.16493)
