z_NO_OSM,zref,name,name:ca,zCATEGORIA,amenity,community_centre,community_centre:for,admin_level,government,office,chamber,addr:street,nohousenumber,addr:housenumber,addr:floor,addr:door,addr:postcode,zPOBLACIO,zCODI_MUNICIPI,zCOMARCA,phone,fax,zUTMX,zUTMY,lon,lat,email,website,ZDATA_MODIFICACIO,ZPROPIETATS,ZGeoreferència
,27042347,Ateneu de Martorell,Ateneu de Martorell,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Gomis,,10,,,8760,Martorell,81141,Baix Llobregat,+34-937742200,937742200,410390120,4592361000,1.926722548,41.477849290,cultura@martorell.cat,http://www.martorell.cat,07/10/2024 07:33:33 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (1.9267225 41.477848)
,27045831,Ateneu Popular de Ponent,Ateneu Popular de Ponent,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Pau Claris,,10,,,25008,Lleida,251207,Segrià,+34-973247172,973247172,301883100,4610560000,0.621890613,41.622175955,ateneu@ateneulleida.cat,http://ateneulleida.cat,07/10/2024 07:36:36 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.6218906 41.622177)
,27045551,Ateneu Cultural Josep Taverna d'Alforja,Ateneu Cultural Josep Taverna d'Alforja,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de Dalt,,10,,,43365,Alforja,430094,Baix Camp,,,330215900,4564068000,0.974809813,41.210190996,ateneualforja@hotmail.com,,07/10/2024 07:26:39 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.9748098 41.21019)
,27041754,Centre Cultural i Recreatiu de la Parròquia de Pineda de Mar,Centre Cultural i Recreatiu de la Parròquia de Pineda de Mar,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Mossen Antoni Doltrà,,11,,,8397,Pineda de Mar,81635,Maresme,+34-937671675,937671675,474143700,4608567000,2.689591811,41.628411082,ccrpineda@ccrpineda.com,http://www.ccrpineda.com/ccrweb/index.php,07/10/2024 07:34:43 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.689592 41.62841)
,27041358,Foment Mataroní,Foment Mataroní,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Nou,,11,,,8301,Mataró,81213,Maresme,+34-937903450,937903450,453687660,4598957000,2.444765125,41.540929402,info@matarofoment.org,http://www.matarofoment.org,07/10/2024 07:33:29 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.444765 41.540928)
,27044773,Societat Recreativa l'Aliança de Cubelles,Societat Recreativa l'Aliança de Cubelles,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de la Font,,11,,,8880,Cubelles,80749,Garraf,+34-938950300,938950300,388827300,4562770500,1.673937890,41.208679339,societatalianssa@hotmail.es,http://www.cubelles.cat,07/10/2024 07:34:35 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.6739379 41.20868)
,27043601,Centre Recreatiu de Cassà de la Selva,Centre Recreatiu de Cassà de la Selva,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça de la Coma,,11,,,17244,Cassà de la Selva,170448,Gironès,+34-972460005,972460005,489724470,4637447500,2.876141043,41.888891403,ajuntament@cassa.cat ,http://www.cassa.cat,07/10/2024 07:34:47 AM,Gestio|Pública   |Titularitat|Altres    ,POINT (2.876141 41.888893)
,27041315,Club Muntanyenc Sant Cugat,Club Muntanyenc Sant Cugat,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Bartomeu,,11,,,8172,Sant Cugat del Vallès,82055,Vallès Occidental,+34-93 673 53,93 673 53,423437600,4591761500,2.083050360,41.473801928,cmsc@cmsc.cat,,07/10/2024 07:23:57 AM,Titularitat|Privada   ,POINT (2.0830503 41.4738)
,27045075,Ateneu Popular Plana d'Urgell,Ateneu Popular Plana d'Urgell,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Camí del Palau,,11,,,,Mollerussa,251370,Pla d'Urgell,,,324361280,4611115500,0.891358904,41.632440371,ateneu@pladurgell.cat,,07/10/2024 07:24:28 AM,Titularitat|Privada   ,POINT (0.8913589 41.63244)
,27042145,Associació Cultural Portaveu,Associació Cultural Portaveu,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de la Porta,,11,,,25749,Ponts,251728,Noguera,,,349452440,4641908000,1.184633042,41.914780656,,,07/10/2024 07:21:32 AM,Titularitat|Privada   ,POINT (1.184633 41.91478)
,27042568,Ateneu El lauró,Ateneu El lauró,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,11,,,43470,"Selva del Camp, la",431457,Baix Camp,,,343964800,4564242500,1.138676084,41.214528941,,,07/10/2024 07:23:49 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.138676 41.214527)
,27041523,Ateneu de Cultura Popular Can Batllori,Ateneu de Cultura Popular Can Batllori,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer d'Ernest Lluch,,12,,,8840,Viladecans,83015,Baix Llobregat,+34-936376168,936376168,417076530,4573970000,2.009313581,41.312934399,ateneucanbatllori@viladecans.cat,http://www.viladecans.cat,07/10/2024 07:29:29 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (2.0093136 41.312935)
,27042539,Societat Sant Telm,Societat Sant Telm,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer d'Andreu Cerdà,,12,,,8757,Corbera de Llobregat,80728,Baix Llobregat,+34-936500801,936500801,409953120,4585647500,1.922490303,41.417338966,societatsantelm@yahoo.es,,07/10/2024 07:25:21 AM,Gestio|Altres    |Titularitat|Privada   ,POINT (1.9224904 41.41734)
,27044574,Centre Obrer Recreatiu,Centre Obrer Recreatiu,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Sant Isidre,,12,,,43736,"Molar, el",430859,Priorat,+34-977825438,977825438,307513660,4559398000,0.705680955,41.163078807,,,07/10/2024 07:21:57 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.70568097 41.16308)
,27044500,Casal Medionenc,Casal Medionenc,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Florenci Gustems,,12,,,8773,Mediona,81228,Alt Penedès,,,384111620,4592796000,1.611974175,41.478399496,elcasalmedionenc@hotmail.com ,,07/10/2024 07:21:59 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.6119741 41.4784)
,27041589,Ateneu de Balaguer (Pere III),Ateneu de Balaguer (Pere III),"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Santa Ana,,12,,,25600,Balaguer,250404,Noguera,,,317625720,4628853000,0.805123981,41.790575654,info@casaldebalaguer.cat,,07/10/2024 07:26:24 AM,Titularitat|Privada   ,POINT (0.805124 41.790577)
,27043870,Casal Popular La Turba ,Casal Popular La Turba ,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Nou,,12,,,43800,Valls,431613,Alt Camp,,,0,0,-1.488743884,0.000000000,info@laturba.cat,,07/10/2024 07:23:42 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (-1.4887439 0.0000000000000127)
,27043043,Ateneu de Castellar del Vallès,Ateneu de Castellar del Vallès,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,13,,,8211,Castellar del Vallès,80517,Vallès Occidental,+34-937144040,937144040,423907060,4607627500,2.086663337,41.616739593,cultura@castellarvalles.cat,,07/10/2024 07:25:35 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.0866632 41.61674)
,27042025,Els Xulius - Centre Social Ribetà,Els Xulius - Centre Social Ribetà,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,13,,,8810,Sant Pere de Ribes,82310,Garraf,+34-938146712,938146712,397001750,4568543500,1.770445980,41.261751175,xulius@ribes.org,http://www.ribes.org/xulius/,07/10/2024 07:32:29 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.770446 41.261753)
,27041571,Sala Polivalent,Sala Polivalent,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Plaça dels Camps,,13,,,25162,Alcanó,250100,Segrià,+34-973136500,973136500,300990340,4594977500,0.616343439,41.481718410,ajuntament@alcano.ddl.net,http://www.alcano.ddl.net,07/10/2024 07:35:50 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.61634344 41.48172)
,27041913,Local Social de Lluçars,Local Social de Lluçars,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer dels Rentadors,,13,,,25736,Vilanova de Meià,252509,Noguera,+34-973415005,973415005,339025500,4648885000,1.057061395,41.975528482,ajuntament@vilanovameia.cat,http://www.vilanovameia.cat,07/10/2024 07:29:09 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.0570614 41.97553)
,27041897,Casino Constantí,Casino Constantí,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major Nº,,13,,,,Constantí,430477,Tarragonès,,,0,0,0.000000000,0.000000000,casino@tinet.cat,,07/10/2024 07:25:22 AM,Titularitat|Privada   ,
,27045041,Associació Cultural i Recreativa Ateneu de Bellvís,Associació Cultural i Recreativa Ateneu de Bellvís,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de les Monges,,13,,,25142,Bellvís,250523,Pla d'Urgell,,,318561440,4615750000,0.820369831,41.672856032,,,07/10/2024 07:23:04 AM,Titularitat|Pública   ,POINT (0.82036984 41.672855)
,27045312,Casino Cultural i Recreatiu de Constantí,Casino Cultural i Recreatiu de Constantí,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,13,,,43120,Constantí,430477,Tarragonès,,,350066380,4557326000,1.213120558,41.153409122,,,07/10/2024 07:22:42 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.2131206 41.153408)
,27045890,Plataforma d'Entitats de la Ribera,Plataforma d'Entitats de la Ribera,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Placeta de Montcada,,14,,,8019,Barcelona,80193,Barcelonès,+34-932682114,932682114,0,0,0.000000000,0.000000000,,,07/10/2024 07:23:12 AM,Titularitat|Privada   ,
,27044662,Casino Foment d'Igualada,Casino Foment d'Igualada,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Rambla de Sant Isidre,,14,,,8700,Igualada,81022,Anoia,+34-938050234,938050234,384722000,4604016500,1.617132486,41.579525651,joantort@telefonica.net,,07/10/2024 07:24:45 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.6171325 41.579525)
,27042951,Ateneu Agrícola de Sant Sadurní d'Anoia,Ateneu Agrícola de Sant Sadurní d'Anoia,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Josep Rovira,,14,,,8770,Sant Sadurní d'Anoia,82401,Alt Penedès,+34-938912425,938912425,398405160,4586423000,1.784204193,41.422945816,cenoia@cenoia.com,http://www.ateneu.blog.cat,07/10/2024 07:35:43 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.7842042 41.422947)
,27045450,Orfeó Vilanoví,Orfeó Vilanoví,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de l'Església,,14,,,8800,Vilanova i la Geltrú,83073,Garraf,+34-938930324,938930324,393069970,4564749000,1.724185750,41.227068596,,,07/10/2024 07:19:54 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.7241857 41.22707)
,27042685,Orfeó Reusenc,Orfeó Reusenc,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Sant Llorenç,,14,,,43201,Reus,431233,Baix Camp,+34-977310956,977310956,341070250,4557750500,1.105850868,41.155518217,orfeoreusenc@orfeoreusenc.cat,http://www.orfeoreusenc.cat,07/10/2024 07:32:47 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.1058508 41.155518)
,27043137,"Centre Obrer, la Sénia","Centre Obrer, la Sénia","Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer del Primer de Maig,,14,,,43560,"Sénia, la",430445,Montsià,+34-977713245,977713245,270174060,4501786000,0.282375716,40.634955916,centreobrer@hotmail.com,,07/10/2024 07:23:49 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.28237572 40.634956)
,27044624,Ateneu Juvenil,Ateneu Juvenil,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Avinguda de l'Horta de Santa Maria ,,14,,,43850,Cambrils,430385,Baix Camp,+34-977794217,977794217,336464250,4548003500,1.053580126,41.066851854,ateneu@cambrils.cat,http://www.cambrils.org,07/10/2024 07:34:57 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.0535802 41.066853)
,27041504,Societat Cultural i Recreativa de Lletger,Societat Cultural i Recreativa de Lletger,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,14,,,43713,Sant Jaume dels Domenys,431378,Baix Penedès,,,380906940,4572388500,1.577613457,41.294163617,,,07/10/2024 07:23:54 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.5776135 41.294163)
,27041615,Associació Foment Hortenc,Associació Foment Hortenc,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de l'Alt de Mariner,,15,,,8032,Barcelona,80193,Barcelonès,+34-934291040,934291040,429771970,4586942500,2.159466233,41.430979041,,,07/10/2024 07:26:22 AM,Titularitat|Privada   ,POINT (2.1594663 41.43098)
,27045658,Ateneu Popular de Sants,Ateneu Popular de Sants,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Premià ,,15,,,,Barcelona,80193,Barcelonès,+34-934318408,934318408,427999220,4580901000,2.138969741,41.376408794,,,07/10/2024 07:26:19 AM,Titularitat|Privada   ,POINT (2.1389697 41.376408)
,27040627,Agrupació Cultural del Bages,Agrupació Cultural del Bages,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Talamanca,,15,,,8241,Manresa,81136,Bages,+34-938724926,938724926,402145880,4619686500,1.823537123,41.722962754,,,07/10/2024 07:24:31 AM,Titularitat|Privada   ,POINT (1.8235371 41.72296)
,27044955,Sala Cultural la Laguna,Sala Cultural la Laguna,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de l'Església,,15,,,17410,Sils,171931,Selva,+34-972853913,972853913,478706880,4628443000,2.743662377,41.807569508,centrecivicsils@sils.cat,,07/10/2024 07:36:41 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.7436624 41.80757)
,27040640,Llar del Poble,Llar del Poble,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de les Sortetes,,15,,,25187,Almatret,250208,Segrià,+34-973138013,973138013,284259300,4575823000,0.422954442,41.305031362,ajuntament@almatret.cat,,07/10/2024 07:23:31 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.42295444 41.30503)
,27044226,Casa dels Gegants de Juneda,Casa dels Gegants de Juneda,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer del Forn,,15,,,25430,Juneda,251193,Garrigues,+34-973150148,973150148,318522280,4602011500,0.824061123,41.549190185,juneda@gegants.cat,http://webs.gegants.cat,07/10/2024 07:35:56 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.8240611 41.54919)
,27042634,Societat Cultural la Lira Roquetense,Societat Cultural la Lira Roquetense,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Sant Josep,,15,,,43520,Roquetes,431331,Baix Ebre,+34-977500960,977500960,289397300,4521642000,0.502795512,40.818786490,liraderoquetes@gmail.com,http://www.lalira.cat,07/10/2024 07:33:51 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.5027955 40.818787)
,27044658,Centre de Lectura de Reus,Centre de Lectura de Reus,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,15,,,43201,Reus,431233,Baix Camp,+34-977773112,977773112,341343750,4557615500,1.109143722,41.154356346,secretaria@centrelectura.cat,http://www.centrelectura.cat,07/10/2024 07:34:41 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.1091437 41.154358)
,27040607,Ateneu Bisbalenc,Ateneu Bisbalenc,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de la Palma,,15,,,43372,"Bisbal de Falset, la",430271,Priorat,+34-977819032,977819032,309293530,4572395500,0.722823248,41.280486895,atbisbaf@gmail.com,,07/10/2024 07:23:02 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.72282326 41.280487)
,27044681,Societat Cultural i Esportiva La Lira,Societat Cultural i Esportiva La Lira,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Coroleu,,15,,,,Barcelona,80193,Barcelonès,,,432170280,4587115500,2.188148505,41.432743314,scelalira@hotmail.com ,,07/10/2024 07:25:50 AM,Titularitat|Privada   ,POINT (2.1881485 41.432743)
,27042760,Casino La Unió,Casino La Unió,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Catalunya,,15,,,17411,Vidreres,172137,Selva,,,481718000,4626404000,2.779974350,41.789279569,,,07/10/2024 07:23:42 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.7799745 41.78928)
,27045001,Ateneu Cultural Catalònia,Ateneu Cultural Catalònia,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Rafael Campalan,,16,,,8903,"Hospitalet de Llobregat, l'",81017,Barcelonès,+34-934404937,934404937,426494620,4580672000,2.121006575,41.374210257,ateneucatalonia@ateneucatalonia.com,,07/10/2024 07:24:49 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.1210065 41.37421)
,27043189,Societat Cultural i Recreativa la Unió de Masrampinyo,Societat Cultural i Recreativa la Unió de Masrampinyo,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Avinguda de Catalunya,,16,,,8110,Montcada i Reixac,81252,Vallès Occidental,+34-935644050,935644050,431735200,4593899500,2.182174163,41.493807180,info@la-unio.cat,,07/10/2024 07:24:25 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.1821742 41.49381)
,27043568,Ateneu Santcugatenc,Ateneu Santcugatenc,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Avinguda de Gràcia,,16,,,8172,Sant Cugat del Vallès,82055,Vallès Occidental,+34-935830148,935830148,423520800,4591094000,2.084131306,41.467798130,institucional@ateneu.cat,http://www.ateneu.cat,07/10/2024 07:35:43 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.0841312 41.467796)
,27040831,Centre Catòlic de Blanes,Centre Catòlic de Blanes,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Roig i Jalpí,,16,,,17300,Blanes,170237,Selva,+34-972353552,972353552,482810440,4613704000,2.793488593,41.674914708,info@centrecatolicdeblanes.net,http://www.centrecatolicdeblanes.cat,07/10/2024 07:34:42 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.7934885 41.674915)
,27041911,Societat Cultural Recreativa la Munienca,Societat Cultural Recreativa la Munienca,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Avinguda de Catalunya,,16,,,8732,Castellví de la Marca,80654,Alt Penedès,,,384328660,4575908500,1.617799714,41.326359318,,,07/10/2024 07:25:29 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.6177998 41.32636)
,27041928,Casal Boira Baixa,Casal Boira Baixa,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de Rossell,,16,,,,Manlleu,81120,Osona,,,440781250,4650218500,2.284932195,42.001756245,,,07/10/2024 07:24:32 AM,Titularitat|Privada   ,POINT (2.2849321 42.001755)
,27043890,Ateneu Ribetà,Ateneu Ribetà,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer d'Ildefons Cerdà,,16,,,,Sant Pere de Ribes,82310,Garraf,,,397352120,4568542500,1.774627814,41.261786757,,,07/10/2024 07:23:53 AM,Titularitat|Privada   ,POINT (1.7746278 41.261787)
,27042744,Grup de Pessebristes d'El Vendrell,Grup de Pessebristes d'El Vendrell,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,16,,,43700,"Vendrell, el",431634,Baix Penedès,,,377135340,4564221500,1.534226716,41.220055435,,,07/10/2024 07:23:42 AM,Gestio|Altres    |Titularitat|Privada   ,POINT (1.5342268 41.220055)
,27041932,Associació Au Va Teatre,Associació Au Va Teatre,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Avinguda de Roma,,17,,,43005,Tarragona,431482,Tarragonès,+34-667099361,667099361,352244750,4553388000,1.240018388,41.118352037,,,07/10/2024 07:20:38 AM,Titularitat|Privada   ,POINT (1.2400184 41.11835)
,27043265,Grup Cultural Sant Medir,Grup Cultural Sant Medir,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de la Constitució,,17,,,8019,Barcelona,80193,Barcelonès,+34-934216550,934216550,427888970,4580169500,2.137738457,41.369810571,,,07/10/2024 07:25:53 AM,Titularitat|Privada   ,POINT (2.1377385 41.369812)
,27044799,La Unió Santcugatenca,La Unió Santcugatenca,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Avinguda d'Anselm Clavé,,17,,,8172,Sant Cugat del Vallès,82055,Vallès Occidental,+34-936752057,936752057,423224900,4591536000,2.080531974,41.471750666,info@teatrelaunio.cat,http://www.teatrelaunio.cat,07/10/2024 07:31:21 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.080532 41.471752)
,27043383,Ateneu l'Aliança,Ateneu l'Aliança,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de l'Aliança,,17,,,8186,Lliçà d'Amunt,81075,Vallès Oriental,+34-938414533,938414533,436624000,4606837500,2.239372972,41.610735805,bustia@lalianca.cat,http://www.ateneu-lalianca.org,07/10/2024 07:35:43 AM,Gestio|Altres    |Titularitat|Privada   ,POINT (2.239373 41.610737)
,27044792,Casino Menestral Figuerenc,Casino Menestral Figuerenc,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Ample,,17,,,17600,Figueres,170669,Alt Empordà,+34-972678666,972678666,496912200,4679558500,2.962558013,42.268226655,info@casinomenestral.cat,http://www.casinomenestral.cat,07/10/2024 07:34:47 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.962558 42.268227)
,27045302,Associació de Cultura Comú de Particulars,Associació de Cultura Comú de Particulars,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer de la Font,,17,,,25500,"Pobla de Segur, la",251713,Pallars Jussà,+34-973680117,973680117,332307940,4679128000,0.967347468,42.246340355,comu@comudeparticulars.cat,http://www.elportaldelspallars.com/comu.htp,07/10/2024 07:34:29 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.96734744 42.24634)
,27044225,Centre Cultural i Recreatiu de Vilanova d'Espoia,Centre Cultural i Recreatiu de Vilanova d'Espoia,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,17,,,8789,"Torre de Claramunt, la",82861,Anoia,,,331978780,4689948500,0.960218402,42.343659434,,,07/10/2024 07:23:45 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.9602184 42.34366)
,27044016,Centre Instructiu i Recreatiu de Balsareny,Centre Instructiu i Recreatiu de Balsareny,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer d'Àngel Guimerà,,17,,,8660,Balsareny,80180,Bages,,,406743250,4635123000,1.876373677,41.862525023,,,07/10/2024 07:23:26 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (1.8763736 41.862526)
,27042030,Casa del Poble de Blanes,Casa del Poble de Blanes,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Passeig de Dintre,,18,,,17300,Blanes,170237,Selva,+34-650480901,650480901,482635250,4613547500,2.791388466,41.673501293,,,07/10/2024 07:25:45 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.7913885 41.6735)
,27043152,"Societat Cultural, Esportiva i Recreativa de l'Ametlla de Mar","Societat Cultural, Esportiva i Recreativa de l'Ametlla de Mar","Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer dels Països Catalans,,18,,,43860,"Ametlla de Mar, l'",430136,Baix Ebre,+34-977456039,977456039,315051000,4528398000,0.804747486,40.885784983,sala-scer@ametllamar.cat,,07/10/2024 07:26:36 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (0.80474746 40.885784)
,27044702,Sindicat Agrícola de Constantí,Sindicat Agrícola de Constantí,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Ateneu|",community_centre,cultural_centre,,,,,,Carrer Major,,18,,,,Constantí,430477,Tarragonès,,,350079250,4557308000,1.213278271,41.153249436,,,07/10/2024 07:25:22 AM,Titularitat|Privada   ,POINT (1.2132783 41.153248)
