z_NO_OSM,zref,name,name:ca,zCATEGORIA,amenity,community_centre,community_centre:for,admin_level,government,office,chamber,addr:street,nohousenumber,addr:housenumber,addr:floor,addr:door,addr:postcode,zPOBLACIO,zCODI_MUNICIPI,zCOMARCA,phone,fax,zUTMX,zUTMY,lon,lat,email,website,ZDATA_MODIFICACIO,ZPROPIETATS,ZGeoreferència
a,27045136,Centre Cívic Mestre Salvador Fàbregas,Centre Cívic Mestre Salvador Fàbregas,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Doctor Robert,,4,,,8460,Santa Maria de Palautordera,82592,Vallès Oriental,+34-938479600,938479600,453948000,4615841000,2.446587685,41.693016091,cultura@smpalautordera.cat,http://www.smpalautordera.cat,07/10/2024 07:31:35 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.4465878 41.693016)
a,27045168,Casal de la Gent Gran Caliu El Dolmen,Casal de la Gent Gran Caliu El Dolmen,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de la Vila,,4,,,8471,Vallgorguina,82943,Vallès Oriental,+34-938678783,938678783,459246720,4610755000,2.510607722,41.647496192,,,07/10/2024 07:20:15 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (2.5106077 41.647495)
a,27042098,Ca les Hermanes,Ca les Hermanes,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Soler,,4,,,17174,Sant Feliu de Pallerols,171616,Garrotxa,+34-972444011,972444011,459175030,4658211500,2.506471076,42.074912033,ajuntament@santfeliudepallerols.cat,http://www.santeliudepallerols.cat,07/10/2024 07:32:08 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.5064712 42.074913)
a,27043318,Local Social la Nau de Mas Pau,Local Social la Nau de Mas Pau,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la Marinada ,,4,,,17742,Avinyonet de Puigventós,170123,Alt Empordà,+34-972547069,972547069,492390660,4676644919,2.907769099,42.241955200,ajuntament@avinyonetdepuigventos.cat,http://www.avinyonetdepuigventos.cat,07/10/2024 07:35:42 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.9077692 42.241955)
a,27045869,Centre Social la Concòrdia,Centre Social la Concòrdia,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de Carles Cusí,,4,,,17751,Sant Climent Sescebes,171582,Alt Empordà,+34-972563007,972563007,498489560,4690773500,2.981655420,42.369235446,ajuntament@santcliment.cat,http://www.santcliment.cat,07/10/2024 07:32:09 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.9816554 42.369236)
a,27041404,El Palmàs - Casal Jaume Nunó,El Palmàs - Casal Jaume Nunó,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Mestre Jaume Nunó,,4,,,17860,Sant Joan de les Abadesses,171674,Ripollès,+34-972722357,972722357,440975660,4675833000,2.284689940,42.232449460,centrecivic@santjoandelesabadesses.cat,http://www.santjoandelesabadesses.cat,07/10/2024 07:31:55 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.28469 42.23245)
a,27044346,Centre Cívic de Vilanova de Meià,Centre Cívic de Vilanova de Meià,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de les Escoles,,4,,,25735,Vilanova de Meià,252509,Noguera,+34-973415005,973415005,336084720,4651106500,1.020967459,41.994918812,ajuntament@vilanovameia.cat,http://www.vilanovameia.cat,07/10/2024 07:29:11 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.0209675 41.99492)
a,27042889,Centre Civic,Centre Civic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de l'Ajuntament,,4,,,25181,Soses,252108,Segrià,+34-973797806,973797806,290403120,4600996000,0.487553845,41.533180649,ajuntament@soses.ddl.net,http://soses.ddl.net,07/10/2024 07:35:58 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.48755383 41.53318)
a,27042289,Societat Cultural El Cerç,Societat Cultural El Cerç,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la Remullà,,4,,,43593,Paüls,431021,Baix Ebre,+34-977492361,977492361,281004060,4533276000,0.399273004,40.921286468,,,07/10/2024 07:21:38 AM,Titularitat|Privada   ,POINT (0.399273 40.921288)
a,27041293,Centre Civic,Centre Civic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de l'Arrer Doctor Cisneros,,4,,,8696,"Pobla de Lillet, la",81666,Berguedà,,,0,0,0.000000000,0.000000000,,,07/10/2024 07:24:04 AM,Gestio|Pública   |Titularitat|Pública   ,
a,27041492,Centre Cultural Santa Catalina,Centre Cultural Santa Catalina,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la Trilla,,4,,,17772,Ordis,171156,Alt Empordà,,,0,0,0.000000000,0.000000000,,,07/10/2024 07:21:44 AM,Titularitat|Privada   ,
a,27045488,Centre Cívic Masies de Sant Miquel,Centre Cívic Masies de Sant Miquel,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Tomoví,,4,,,43715,Banyeres del Penedès,430206,Baix Penedès,,,379259560,4569913000,1.558434676,41.271627130,,,07/10/2024 07:26:23 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (1.5584347 41.271626)
a,27044556,Centre Cívic Torreblanca,Centre Cívic Torreblanca,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Rubió i Tuduri,,5,,,8970,Sant Joan Despí,82172,Baix Llobregat,+34-934772268,934772268,421395060,4581042000,2.059984558,41.377060713,cctorreblanca@sjdespi.net ,http://www.sjdespi.cat,07/10/2024 07:31:36 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (2.0599844 41.37706)
a,27045425,Centre Cívic A. Gaudí,Centre Cívic A. Gaudí,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de l'Estatut,,5,,,8970,Sant Joan Despí,82172,Baix Llobregat,+34-934773134,934773134,422239900,4580517000,2.070153835,41.372414403,ccgaudi@sjdespi.net ,http://www.sjdespi.cat,07/10/2024 07:31:36 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (2.070154 41.372414)
a,27043700,Centre Civic Riera Bonet,Centre Civic Riera Bonet,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la L Còrdia,,5,,,8750,Molins de Rei,81234,Baix Llobregat,+34-936800996,936800996,418788840,4584118500,2.028409211,41.404509885,ccrierabonet@gencat.cat,,07/10/2024 07:21:57 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.0284092 41.40451)
a,27043210,Centre Cívic Avel·lí Estrenjer,Centre Cívic Avel·lí Estrenjer,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de la Cultura,,5,,,8225,Terrassa,82798,Vallès Occidental,+34-937349103,937349103,417060200,4603286500,2.005093163,41.576962555,cc.avelli.estrenjer@terrassa.cat,http://www.terrassa.cat/ajuntament/ccivics.htm,07/10/2024 07:31:17 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.005093 41.57696)
a,27043548,Local Social de Vilarnadal,Local Social de Vilarnadal,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la Diputació,,5,,,17763,Masarac,171002,Alt Empordà,+34-972563282,972563282,496267720,4687635000,2.954691065,42.340962291,info@masarac.cat,http://www.masarac.cat,07/10/2024 07:33:33 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (2.9546912 42.34096)
a,27043148,Local Social de Masarac,Local Social de Masarac,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça Major,,5,,,17763,Masarac,171002,Alt Empordà,+34-972563282,972563282,497724720,4688648000,2.972374680,42.350091118,info@masarac.cat,http://www.masarac.cat,07/10/2024 07:33:33 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.9723747 42.35009)
a,27042833,Centre Cultural Sant Jaume,Centre Cultural Sant Jaume,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça Major,,5,,,17483,Vilaür,172229,Alt Empordà,+34-972794575,972794575,496278970,4665709500,2.954968274,42.143495079,ajuntament@vilaur.cat,,07/10/2024 07:23:36 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.9549682 42.143494)
a,27042713,Centre Civic Escoles Boldú,Centre Civic Escoles Boldú,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça d'Engràcia Macià,,5,,,25332,"Fuliola, la",250962,Urgell,+34-973570013,973570013,334186700,4620567500,1.006623268,41.719627563,ajuntament@fuliola.cat,,07/10/2024 07:24:58 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.0066233 41.719627)
a,27040943,Punt d'Informació Juvenil i Local Social Casa Xorret,Punt d'Informació Juvenil i Local Social Casa Xorret,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Carles Pol i Aleu,,5,,,25560,Sort,252094,Pallars Sobirà,+34-973620999,973620999,346286200,4697271000,1.131863799,42.412529242,casaxorret@hotmail.com,http://www.sort.cat/serveis/municipals/xorret/portada.htm,07/10/2024 07:31:33 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.1318638 42.41253)
a,27041895,Lo Casal,Lo Casal,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Bon Jesús,,5,,,25693,Salàs de Pallars,251902,Pallars Jussà,+34-973676003,973676003,329280940,4675461500,0.931757176,42.212684336,ajuntament@salas.ddl.net,http://salas.ddl.net,07/10/2024 07:36:00 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (0.93175715 42.212685)
a,27045501,Centre Cívic de Corçà,Centre Cívic de Corçà,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de Santa Cristina,,5,,,17121,Corçà,170577,Baix Empordà,,,501294100,4648302500,3.015622655,41.986725573,,http://www.corca.cat,07/10/2024 07:34:36 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (3.0156226 41.986725)
a,27042451,Centre Cívic de Poblenou,Centre Cívic de Poblenou,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Corredor,,6,,,8202,Sabadell,81878,Vallès Occidental,+34-937272279,937272279,427462120,4601411500,2.130081457,41.561087678,districte7@ajsabadell.cat,http://www.sabadell.cat,07/10/2024 07:32:23 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1300814 41.56109)
a,27040904,Centre Civic Can Sunyer,Centre Civic Can Sunyer,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Sant Llorenç de Morunys,,6,,,8769,Castellví de Rosanes,80667,Baix Llobregat,+34-937765872,937765872,412224700,4589930500,1.949045701,41.456163154,can_sunyer@hotmail.es,,07/10/2024 07:25:28 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.9490457 41.45616)
a,27045492,Centre Cultural i Lúdic,Centre Cultural i Lúdic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer Trenta-Quatre,,6,,,8794,"Cabanyes, les",80272,Alt Penedès,+34-938182463,938182463,390704880,4580955000,1.693063336,41.372694452,cabanyes@diba.cat,http://ajuntamentdelescabanyes.cat,07/10/2024 07:36:37 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.6930634 41.372696)
a,27043398,Centre Cívic Nord,Centre Cívic Nord,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Lladoner,,6,,,8402,Granollers,80961,Vallès Oriental,+34-938406069,938406069,440813220,4607515500,2.289580362,41.617163916,,,07/10/2024 07:22:25 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (2.2895803 41.617165)
a,27040974,"Centre Cívic ""Vicenç Català""","Centre Cívic ""Vicenç Català""","Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Montseny,,6,,,8455,Vilalba Sasserra,83067,Vallès Oriental,+34-938410383,938410383,453425530,4611421000,2.440654148,41.653175843,vilalba@diba.cat,http://www.vilalbasasserra.cat,07/10/2024 07:29:19 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.440654 41.653175)
a,27041369,Casal Sociocultural - Escoles Velles,Casal Sociocultural - Escoles Velles,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de la Vila,,6,,,8459,Sant Antoni de Vilamajor,81982,Vallès Oriental,+34-938452400,938452400,450221600,4613720000,2.401986268,41.673688581,st.antoni@diba.cat,http://www.santantonidevilamajor.cat,07/10/2024 07:32:14 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.4019864 41.673687)
a,27041501,Centre Cívic de Sant Gregori,Centre Cívic de Sant Gregori,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Rocacorba,,6,,,17150,Sant Gregori,171637,Gironès,+34-972428300,972428300,480112530,4648692500,2.759901977,41.989988166,cultura@santgregori.cat,,07/10/2024 07:23:56 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.759902 41.989986)
a,27043547,Centre Cívic,Centre Cívic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça d'Anselm Clavé,,6,,,17530,Campdevànol,170366,Ripollès,+34-972730019,972730019,431404880,4674877500,2.168826514,42.223062920,ajuntament@campdevanol.org,http://www.campdevanol.org,07/10/2024 07:34:56 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1688266 42.223064)
a,27043155,Centre Cultural Municipal Xavier Vilanova,Centre Cultural Municipal Xavier Vilanova,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Garbí,,6,,,17130,"Escala, l'",170622,Alt Empordà,+34-972770430,972770430,511195160,4663416500,3.135439120,42.122772176,cer@elcer.cat,,07/10/2024 07:22:38 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (3.1354392 42.122772)
a,27043741,Patronat Sant Jaume de Corbins,Patronat Sant Jaume de Corbins,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de la Carnisseria,,6,,,25137,Corbins,250788,Segrià,+34-973190117,973190117,308327060,4618120000,0.696755885,41.691789114,ajuntament@corbins.cat,http://www.corbins.cat,07/10/2024 07:34:37 AM,Gestio|Altres    |Titularitat|Altres    ,POINT (0.6967559 41.691788)
a,27042227,Casal de la Vila de Seròs,Casal de la Vila de Seròs,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Metge,,6,,,25183,Seròs,252043,Segrià,+34-973780009,973780009,283730720,4593350000,0.410392805,41.462605551,ajuntament@seros.cat,,07/10/2024 07:20:44 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (0.4103928 41.462605)
a,27044267,Casa de la Dona,Casa de la Dona,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Mercat,,6,,,43750,Flix,430607,Ribera d'Ebre,+34-977410136,977410136,294768380,4567265000,0.551254716,41.230754316,,,07/10/2024 07:25:00 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (0.5512547 41.230755)
a,27040719,Centre Cívic Ernest Lluch,Centre Cívic Ernest Lluch,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de l'Ajuntament,,6,,,43711,Banyeres del Penedès,430206,Baix Penedès,+34-977670108,977670108,381319560,4570830500,1.582843793,41.280194565,centrecivic@banyeres.altanet.org,http://www.banyeresdelpenedes.cat,07/10/2024 07:35:41 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.5828438 41.280193)
a,27043017,Centre Cívic la Gornal,Centre Cívic la Gornal,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Rambla del Penedès,,6,,,8729,Castellet i la Gornal,80581,Alt Penedès,+34-977670326,977670326,382110800,4567899500,1.592856087,41.253916532,castellet@diba.es,http://www.castelletilagornal.net,07/10/2024 07:34:45 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.592856 41.253918)
a,27044361,Centre Civic Lo Ball,Centre Civic Lo Ball,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de Segre,,6,,,25185,"Granja d'Escarp, la",251023,Segrià,,,0,0,0.000000000,0.000000000,ajuntament@granjaescarp.ddl.net,,07/10/2024 07:22:25 AM,Gestio|Pública   |Titularitat|Pública   ,
a,27044991,Centre Cívic de les Planes,Centre Cívic de les Planes,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça del Coll de la Creu De'n Blau,,7,,,8196,Sant Cugat del Vallès,82055,Vallès Occidental,+34-936755105,936755105,424409530,4587494000,2.095223573,41.435459316,,,07/10/2024 07:21:03 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (2.0952237 41.43546)
a,27040844,Casal Cívic Montserrat,Casal Cívic Montserrat,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de les Orquídies,,7,,,8700,Igualada,81022,Anoia,+34-938046311,938046311,385913470,4604115500,1.631402517,41.580588119,cc.montserrat@gencat.cat,http://www.gencat.cat,07/10/2024 07:34:08 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.6314025 41.58059)
a,27044802,"Centre Cívic, Antiga Societat","Centre Cívic, Antiga Societat","Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de la Diputació,,7,,,8796,Pacs del Penedès,81542,Alt Penedès,+34-938171272,938171272,388706600,4579685500,1.669407261,41.360988482,pacs@diba.es,,07/10/2024 07:24:17 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.6694072 41.36099)
a,27041165,Centre Cívic de Sant Cugat Sesgarrigues,Centre Cívic de Sant Cugat Sesgarrigues,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Ponent,,7,,,8798,Sant Cugat Sesgarrigues,82068,Alt Penedès,+34-938970103,938970103,395612220,4579785000,1.751932389,41.362809427,st.cugats@diba.cat,,07/10/2024 07:23:57 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.7519324 41.36281)
a,27043030,Local Sociocultural,Local Sociocultural,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça de l'Abadia,,7,,,25243,"Palau d'Anglesola, el",251581,Pla d'Urgell,+34-973601314,973601314,323535120,4613284000,0.880807195,41.651776841,ajuntament@palaudanglesola.cat,,07/10/2024 07:24:16 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.8808072 41.651775)
a,27042758,CENTRE CULTURAL I SOCIAL DE VALLBONA,CENTRE CULTURAL I SOCIAL DE VALLBONA,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Prat de la Riba,,8,,,25268,Vallbona de les Monges,252385,Urgell,+34-973330260,973330260,345412033,4596692704,1.147662961,41.506955077,ajuntament@vallbonadelesmonges.cat,,07/10/2024 07:23:43 AM,Gestio|Altres    |Titularitat|Pública   ,POINT (1.147663 41.506954)
a,27044494,Local Social i Cultural de Blancafort,Local Social i Cultural de Blancafort,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça del Sindicat,,8,,,43411,Blancafort,430290,Conca de Barberà,+34-977892015,977892015,346335340,4588858500,1.160716280,41.436602592,aj.blancafort@altanet.org,http://www.blancafort.altanet.org,07/10/2024 07:35:24 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.1607163 41.436604)
a,27044640,Centre Cultural i Recreatiu,Centre Cultural i Recreatiu,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Avinguda de Catalunya,,8,,,8797,Puigdàlber,81748,Alt Penedès,,,391393660,4584503500,1.700661466,41.404743028,,,07/10/2024 07:21:25 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.7006614 41.404743)
a,27045593,Centre Cívic Riu,Centre Cívic Riu,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Lluís Companys,,9,,,8921,Santa Coloma de Gramenet,82457,Barcelonès,+34-934661294,934661294,433654700,4589187000,2.205686325,41.451524645,cuencass@gramenet.diba.es,http://www.grame.net,07/10/2024 07:34:01 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.2056863 41.451523)
a,27042258,Centre Civic,Centre Civic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Puigtorrat,,9,,,8738,Pontons,81688,Alt Penedès,+34-938987056,938987056,376088620,4585830000,1.517339465,41.414474498,pontons@diba.cat,http://pontons.org,07/10/2024 07:36:02 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.5173395 41.414474)
a,27040862,Centre Cã­vic de la Granadella,Centre Cã­vic de la Granadella,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la Vall d'en Roher,,9,,,25177,"Granadella, la",251018,Garrigues,+34-973133098,973133098,304603300,4580888500,0.664133388,41.355804903,ajuntament@granadella.ddl.net ,http://lagranadella.cat,07/10/2024 07:36:13 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.66413337 41.355804)
a,27044205,Local Social de Taús,Local Social de Taús,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Sol,,9,,,25795,"Valls d'Aguilar, les",259062,Alt Urgell,+34-973387086,973387086,0,0,0.000000000,0.000000000,ajuntament@vallsaguilar.ddl.net,http://vallsaguilar.ddl.net,07/10/2024 07:35:57 AM,Gestio|Pública   |Titularitat|Pública   ,
a,27044373,Cal Clarenes,Cal Clarenes,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de la Creu,,9,,,25750,Torà,252234,Segarra,+34-973473854,973473854,367411400,4629997000,1.403773191,41.810760612,,,07/10/2024 07:20:32 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.4037732 41.81076)
a,27041846,Local Social de la Guàrdia-lada,Local Social de la Guàrdia-lada,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer Major,,9,,,25217,Montoliu de Segarra,251410,Segarra,+34-973531262,973531262,356852648,4607288036,1.282162957,41.604474088,ajuntament@montoliusegarra.cat,http://montoliusegarra.cat,07/10/2024 07:36:11 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.2821629 41.604473)
a,27041466,"Centre Cívic ""la Pista""","Centre Cívic ""la Pista""","Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Vidal i Barraquer,,9,,,43810,"Pla de Santa Maria, el",431080,Alt Camp,+34-977630006,977630006,356876380,4580844000,1.288725417,41.366391142,aj.pla@altanet.org,,07/10/2024 07:24:11 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.2887254 41.36639)
a,27041686,Centre Cívic de Viladasens,Centre Cívic de Viladasens,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Migdia,,10,,,17464,Viladasens,172168,Gironès,+34-972496150,972496150,494224470,4660263500,2.930158708,42.094433371,,http://www.viladasens.org,07/10/2024 07:29:29 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.9301586 42.094433)
a,27044482,Casal del Poble,Casal del Poble,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Sant Vicenç,,10,,,17851,Maià de Montcal,170985,Garrotxa,+34-972590404,972590404,0,0,0.000000000,0.000000000,,,07/10/2024 07:22:06 AM,Gestio|Privada   |Titularitat|Pública   ,
a,27044025,Centre de convivència social,Centre de convivència social,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Plaça dels Camps,,10,,,25162,Alcanó,250100,Segrià,+34-973136500,973136500,300997620,4594954000,0.616438317,41.481508724,ajuntament@alcano.ddl.net,http://alcano.ddl.net,07/10/2024 07:36:37 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (0.6164383 41.48151)
a,27040855,Centre Cívic Torre-Romeu,Centre Cívic Torre-Romeu,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Francolí,,11,,,8202,Sabadell,81878,Vallès Occidental,+34-937271083,937271083,426818750,4600114000,2.122524710,41.549343365,districte7@ajsabadell.cat,http://www.sabadell.cat,07/10/2024 07:32:23 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (2.1225247 41.549343)
a,27040778,Centre Cultural i Esbarjo,Centre Cultural i Esbarjo,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer del Port de la Selva,,11,,,17489,"Selva de Mar, la",171886,Alt Empordà,+34-972387016,972387016,515545280,4685878500,3.188668011,42.324996744,,,07/10/2024 07:20:45 AM,Gestio|Privada   |Titularitat|Pública   ,POINT (3.188668 42.324997)
a,27041823,Societat Cultural i Recreativa la Unió Terradenca,Societat Cultural i Recreativa la Unió Terradenca,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer Major,,11,,,17731,Terrades,171962,Alt Empordà,+34-972569125,972569125,486696470,4684242000,2.838576939,42.310299747,,,07/10/2024 07:20:36 AM,Gestio|Privada   |Titularitat|Privada   ,POINT (2.838577 42.3103)
a,27040662,Centre Cívic,Centre Cívic,"Cultura|Centres culturals: ateneus, centres cívics i cases de cultura|Centre cívic|",community_centre,,,,,,,Carrer de Mossèn Jaume Caelles,,11,,,25286,Pinell de Solsonès,251667,Solsonès,+34-973483922,973483922,368832600,4645594500,1.417414458,41.951427894,ajuntament@pinelldesolsones.cat,http://pinell.ddl.net,07/10/2024 07:36:03 AM,Gestio|Pública   |Titularitat|Pública   ,POINT (1.4174144 41.951427)
